"FSCSKEY","FSCS_SEQ","PLS_YEAR"
"CA0142",9,2018
"CA0142",9,2019
"CA0142",9,2020
"CA0142",10,2014
"CA0142",10,2015
"CA0142",10,2016
"CA0142",10,2017
"CA0142",10,2018
"CA0142",10,2019
"CA0142",10,2020
"CA0142",11,2014
"CA0142",11,2015
"CA0142",11,2016
"CA0142",11,2017
"CA0142",11,2018
"CA0142",11,2019
"CA0142",11,2020
"CA0142",12,2014
"CA0142",12,2015
"CA0142",12,2016
"CA0142",12,2017
"CA0142",12,2018
"CA0142",12,2019
"CA0142",12,2020
"CA0142",13,2014
"CA0142",13,2015
"CA0142",13,2016
"CA0142",14,2014
"CA0142",14,2015
"CA0142",14,2016
"CA0142",14,2017
"CA0142",14,2018
"CA0142",14,2019
"CA0142",14,2020
"CA0142",15,2014
"CA0142",15,2015
"CA0142",15,2016
"CA0142",15,2017
"CA0142",15,2018
"CA0142",15,2019
"CA0142",15,2020
"CA0142",16,2014
"CA0142",16,2015
"CA0142",16,2016
"CA0142",16,2017
"CA0142",16,2018
"CA0142",16,2019
"CA0142",16,2020
"CA0142",17,2016
"CA0142",17,2017
"CA0142",17,2018
"CA0142",17,2019
"CA0142",17,2020
"CA0142",18,2019
"CA0142",18,2020
"CA0142",19,2020
"CA0143",2,2014
"CA0143",2,2015
"CA0143",2,2016
"CA0143",2,2017
"CA0143",2,2018
"CA0143",2,2019
"CA0143",2,2020
"CA0144",2,2014
"CA0144",2,2015
"CA0144",2,2016
"CA0144",2,2017
"CA0144",2,2018
"CA0144",2,2019
"CA0144",2,2020
"CA0144",3,2014
"CA0144",3,2015
"CA0144",3,2016
"CA0144",3,2017
"CA0144",3,2018
"CA0144",3,2019
"CA0144",3,2020
"CA0144",4,2014
"CA0144",4,2015
"CA0144",4,2016
"CA0144",4,2017
"CA0144",4,2018
"CA0144",6,2014
"CA0144",6,2015
"CA0144",6,2016
"CA0144",6,2017
"CA0144",6,2018
"CA0144",6,2019
"CA0144",6,2020
"CA0145",2,2014
"CA0145",2,2015
"CA0145",2,2016
"CA0145",2,2017
"CA0145",2,2018
"CA0145",2,2019
"CA0145",2,2020
"CA0145",3,2014
"CA0145",3,2015
"CA0145",3,2016
"CA0145",3,2017
"CA0145",3,2018
"CA0145",3,2019
"CA0145",3,2020
"CA0145",4,2014
"CA0145",4,2015
"CA0145",4,2016
"CA0145",4,2017
"CA0145",4,2018
"CA0145",4,2019
"CA0145",4,2020
"CA0146",2,2014
"CA0146",2,2015
"CA0146",2,2016
"CA0146",2,2017
"CA0146",2,2018
"CA0146",2,2019
"CA0146",2,2020
"CA0146",3,2014
"CA0146",3,2015
"CA0146",3,2016
"CA0146",3,2017
"CA0146",3,2018
"CA0146",3,2019
"CA0146",3,2020
"CA0146",4,2014
"CA0146",4,2015
"CA0146",4,2016
"CA0146",4,2017
"CA0146",4,2018
"CA0146",4,2019
"CA0146",4,2020
"CA0146",5,2014
"CA0146",5,2015
"CA0146",5,2016
"CA0146",5,2017
"CA0146",5,2018
"CA0146",5,2019
"CA0146",5,2020
"CA0146",6,2014
"CA0146",6,2015
"CA0146",6,2016
"CA0146",6,2017
"CA0146",6,2018
"CA0146",6,2019
"CA0146",6,2020
"CA0146",7,2014
"CA0146",7,2015
"CA0146",7,2016
"CA0146",7,2017
"CA0146",7,2018
"CA0146",7,2019
"CA0146",7,2020
"CA0147",2,2014
"CA0147",2,2015
"CA0147",2,2016
"CA0147",2,2017
"CA0147",2,2018
"CA0147",2,2019
"CA0147",2,2020
"CA0147",3,2014
"CA0147",3,2015
"CA0147",3,2016
"CA0147",3,2017
"CA0147",3,2018
"CA0147",3,2019
"CA0147",3,2020
"CA0147",4,2014
"CA0147",4,2015
"CA0147",4,2016
"CA0147",4,2017
"CA0147",4,2018
"CA0147",4,2019
"CA0147",4,2020
"CA0148",2,2014
"CA0148",2,2015
"CA0148",2,2016
"CA0148",2,2017
"CA0148",2,2018
"CA0148",2,2019
"CA0148",2,2020
"CA0148",3,2014
"CA0148",3,2015
"CA0148",3,2016
"CA0148",3,2017
"CA0148",3,2018
"CA0148",3,2019
"CA0148",3,2020
"CA0148",5,2014
"CA0148",5,2015
"CA0148",5,2016
"CA0148",5,2017
"CA0148",5,2018
"CA0148",5,2019
"CA0148",5,2020
"CA0148",6,2014
"CA0148",6,2015
"CA0148",6,2016
"CA0148",6,2017
"CA0148",6,2018
"CA0148",6,2019
"CA0148",6,2020
"CA0148",7,2014
"CA0148",7,2015
"CA0148",7,2016
"CA0148",7,2017
"CA0148",7,2018
"CA0148",7,2019
"CA0148",7,2020
"CA0148",10,2014
"CA0148",10,2015
"CA0148",10,2016
"CA0148",10,2017
"CA0148",10,2018
"CA0148",10,2019
"CA0148",10,2020
"CA0148",11,2014
"CA0148",11,2015
"CA0148",11,2016
"CA0148",11,2017
"CA0148",11,2018
"CA0148",11,2019
"CA0148",11,2020
"CA0148",12,2014
"CA0148",12,2015
"CA0148",12,2016
"CA0148",12,2017
"CA0148",12,2018
"CA0148",12,2019
"CA0148",12,2020
"CA0148",13,2014
"CA0148",13,2015
"CA0148",13,2016
"CA0148",13,2017
"CA0148",13,2018
"CA0148",13,2019
"CA0148",13,2020
"CA0148",14,2014
"CA0148",14,2015
"CA0148",14,2016
"CA0148",14,2017
"CA0148",14,2018
"CA0148",14,2019
"CA0148",14,2020
"CA0148",15,2014
"CA0148",15,2015
"CA0148",15,2016
"CA0148",15,2017
"CA0148",15,2018
"CA0148",15,2019
"CA0148",15,2020
"CA0148",16,2014
"CA0148",16,2015
"CA0148",16,2016
"CA0148",16,2017
"CA0148",16,2018
"CA0148",16,2019
"CA0148",16,2020
"CA0148",17,2014
"CA0148",17,2015
"CA0148",17,2016
"CA0148",17,2017
"CA0148",17,2018
"CA0148",17,2019
"CA0148",17,2020
"CA0148",18,2014
"CA0148",18,2015
"CA0148",18,2016
"CA0148",18,2017
"CA0148",18,2018
"CA0148",18,2019
"CA0148",18,2020
"CA0148",19,2014
"CA0148",19,2015
"CA0148",19,2016
"CA0148",19,2017
"CA0148",19,2018
"CA0148",19,2019
"CA0148",19,2020
"CA0148",20,2018
"CA0148",20,2019
"CA0148",20,2020
"CA0148",24,2018
"CA0148",24,2019
"CA0148",24,2020
"CA0149",2,2014
"CA0149",2,2015
"CA0149",2,2016
"CA0149",2,2017
"CA0149",2,2018
"CA0149",2,2019
"CA0149",2,2020
"CA0150",2,2014
"CA0150",2,2015
"CA0150",2,2016
"CA0150",2,2017
"CA0150",2,2018
"CA0150",2,2019
"CA0150",2,2020
"CA0150",3,2014
"CA0150",3,2015
"CA0150",3,2016
"CA0150",3,2017
"CA0150",3,2018
"CA0150",3,2019
"CA0150",3,2020
"CA0150",7,2014
"CA0150",7,2015
"CA0150",7,2016
"CA0150",7,2017
"CA0150",7,2018
"CA0150",7,2019
"CA0150",7,2020
"CA0150",8,2014
"CA0150",8,2015
"CA0150",8,2016
"CA0150",8,2017
"CA0150",8,2018
"CA0150",8,2019
"CA0150",8,2020
"CA0150",14,2014
"CA0150",14,2015
"CA0150",14,2016
"CA0150",14,2017
"CA0150",14,2018
"CA0150",14,2019
"CA0150",14,2020
"CA0151",2,2014
"CA0151",2,2015
"CA0151",2,2016
"CA0151",2,2017
"CA0151",2,2018
"CA0151",2,2019
"CA0151",2,2020
"CA0151",3,2014
"CA0151",3,2015
"CA0152",2,2014
"CA0152",2,2015
"CA0152",2,2016
"CA0152",2,2017
"CA0152",2,2018
"CA0152",2,2019
"CA0152",2,2020
"CA0152",4,2014
"CA0152",4,2015
"CA0152",4,2016
"CA0152",4,2017
"CA0152",4,2018
"CA0152",4,2019
"CA0152",4,2020
"CA0152",5,2014
"CA0152",5,2015
"CA0152",5,2016
"CA0152",5,2017
"CA0152",5,2018
"CA0152",5,2019
"CA0152",5,2020
"CA0152",7,2014
"CA0152",7,2015
"CA0152",7,2016
"CA0152",7,2017
"CA0152",7,2018
"CA0152",7,2019
"CA0152",7,2020
"CA0152",8,2014
"CA0152",8,2015
"CA0152",8,2016
"CA0152",8,2017
"CA0152",8,2018
"CA0152",8,2019
"CA0152",8,2020
"CA0152",9,2014
"CA0152",9,2015
"CA0152",9,2016
"CA0152",9,2017
"CA0152",9,2018
"CA0152",9,2019
"CA0152",9,2020
"CA0152",10,2014
"CA0152",10,2015
"CA0152",10,2016
"CA0152",10,2017
"CA0152",10,2018
"CA0152",10,2019
"CA0152",10,2020
"CA0152",13,2014
"CA0152",13,2015
"CA0152",13,2016
"CA0152",13,2017
"CA0152",13,2018
"CA0152",13,2019
"CA0152",13,2020
"CA0152",14,2014
"CA0152",14,2015
"CA0152",14,2016
"CA0152",14,2017
"CA0152",14,2018
"CA0152",14,2019
"CA0152",14,2020
"CA0152",15,2014
"CA0152",15,2015
"CA0152",15,2016
"CA0152",15,2017
"CA0152",15,2018
"CA0152",15,2019
"CA0152",15,2020
"CA0152",19,2014
"CA0152",19,2015
"CA0152",19,2016
"CA0152",19,2017
"CA0152",19,2018
"CA0152",19,2019
"CA0152",19,2020
"CA0152",20,2014
"CA0152",20,2015
"CA0152",20,2016
"CA0152",20,2017
"CA0152",20,2018
"CA0152",20,2019
"CA0152",20,2020
"CA0152",21,2018
"CA0152",21,2019
"CA0152",21,2020
"CA0152",22,2019
"CA0152",22,2020
"CA0152",999,2014
"CA0152",999,2015
"CA0152",999,2016
"CA0152",999,2017
"CA0152",999,2018
"CA0152",999,2019
"CA0152",999,2020
"CA0153",2,2014
"CA0153",2,2015
"CA0153",2,2016
"CA0153",2,2017
"CA0153",2,2018
"CA0153",2,2019
"CA0153",2,2020
"CA0153",3,2014
"CA0153",3,2015
"CA0153",3,2016
"CA0153",3,2017
"CA0153",3,2018
"CA0153",3,2019
"CA0153",3,2020
"CA0153",4,2020
"CA0154",2,2014
"CA0154",2,2015
"CA0154",2,2016
"CA0154",2,2017
"CA0154",2,2018
"CA0154",2,2019
"CA0154",2,2020
"CA0154",3,2014
"CA0154",3,2015
"CA0154",3,2016
"CA0154",3,2017
"CA0154",3,2018
"CA0154",3,2019
"CA0154",3,2020
"CA0154",4,2017
"CA0154",4,2018
"CA0154",4,2019
"CA0154",4,2020
"CA0155",2,2014
"CA0155",2,2015
"CA0155",2,2016
"CA0155",2,2017
"CA0155",2,2018
"CA0155",2,2019
"CA0155",2,2020
"CA0155",3,2014
"CA0155",3,2015
"CA0155",3,2016
"CA0155",3,2017
"CA0155",3,2018
"CA0155",3,2019
"CA0155",3,2020
"CA0155",4,2014
"CA0155",4,2015
"CA0155",4,2016
"CA0155",4,2017
"CA0155",4,2018
"CA0155",4,2019
"CA0155",4,2020
"CA0156",2,2014
"CA0156",2,2015
"CA0156",2,2016
"CA0156",2,2017
"CA0156",2,2018
"CA0156",2,2019
"CA0156",2,2020
"CA0157",3,2014
"CA0157",3,2015
"CA0157",3,2016
"CA0157",3,2017
"CA0157",3,2018
"CA0157",3,2019
"CA0157",3,2020
"CA0157",4,2014
"CA0157",4,2015
"CA0157",4,2016
"CA0157",4,2017
"CA0157",4,2018
"CA0157",4,2019
"CA0157",4,2020
"CA0157",5,2014
"CA0157",5,2015
"CA0157",5,2016
"CA0157",5,2017
"CA0157",5,2018
"CA0157",5,2019
"CA0157",5,2020
"CA0157",6,2014
"CA0157",6,2015
"CA0157",6,2016
"CA0157",6,2017
"CA0157",6,2018
"CA0157",6,2019
"CA0157",6,2020
"CA0157",7,2014
"CA0157",7,2015
"CA0157",7,2016
"CA0157",7,2017
"CA0157",7,2018
"CA0157",7,2019
"CA0157",7,2020
"CA0157",8,2014
"CA0157",8,2015
"CA0157",8,2016
"CA0157",8,2017
"CA0157",8,2018
"CA0157",8,2019
"CA0157",8,2020
"CA0157",9,2014
"CA0157",9,2015
"CA0157",9,2016
"CA0157",9,2017
"CA0157",9,2018
"CA0157",9,2019
"CA0157",9,2020
"CA0157",999,2014
"CA0157",999,2015
"CA0157",999,2016
"CA0157",999,2017
"CA0157",999,2018
"CA0157",999,2019
"CA0157",999,2020
"CA0158",2,2014
"CA0158",2,2015
"CA0158",2,2016
"CA0158",2,2017
"CA0158",2,2018
"CA0158",2,2019
"CA0158",2,2020
"CA0159",2,2014
"CA0159",2,2015
"CA0159",2,2016
"CA0159",2,2017
"CA0159",2,2018
"CA0159",2,2019
"CA0159",2,2020
"CA0160",2,2014
"CA0160",2,2015
"CA0160",2,2016
"CA0160",2,2017
"CA0160",2,2018
"CA0160",2,2019
"CA0160",2,2020
"CA0161",2,2014
"CA0161",2,2015
"CA0161",2,2016
"CA0161",2,2017
"CA0161",2,2018
"CA0161",2,2019
"CA0161",2,2020
"CA0162",2,2014
"CA0162",2,2015
"CA0162",2,2016
"CA0162",2,2017
"CA0163",2,2014
"CA0163",2,2015
"CA0163",2,2016
"CA0163",2,2017
"CA0163",2,2018
"CA0163",2,2019
"CA0163",2,2020
"CA0164",2,2014
"CA0164",2,2015
"CA0164",2,2016
"CA0164",2,2017
"CA0164",2,2018
"CA0164",2,2019
"CA0164",2,2020
"CA0165",2,2014
"CA0165",2,2015
"CA0165",2,2016
"CA0165",2,2017
"CA0165",2,2018
"CA0165",2,2019
"CA0165",2,2020
"CA0166",2,2014
"CA0166",2,2015
"CA0166",2,2016
"CA0166",2,2017
"CA0166",2,2018
"CA0166",2,2019
"CA0166",2,2020
"CA0167",2,2014
"CA0167",2,2015
"CA0167",2,2016
"CA0167",2,2017
"CA0167",2,2018
"CA0167",2,2019
"CA0167",2,2020
"CA0168",2,2014
"CA0168",2,2015
"CA0168",2,2016
"CA0168",2,2017
"CA0168",2,2018
"CA0168",2,2019
"CA0168",2,2020
"CA0168",3,2014
"CA0168",3,2015
"CA0168",3,2016
"CA0168",3,2017
"CA0168",3,2018
"CA0168",3,2019
"CA0168",3,2020
"CA0169",2,2014
"CA0169",2,2015
"CA0169",2,2016
"CA0169",2,2017
"CA0169",2,2018
"CA0169",2,2019
"CA0169",2,2020
"CA0169",4,2014
"CA0169",4,2015
"CA0169",4,2016
"CA0169",4,2017
"CA0169",4,2018
"CA0169",4,2019
"CA0169",4,2020
"CA0192",2,2014
"CA0192",2,2015
"CA0192",2,2016
"CA0192",2,2017
"CA0192",2,2018
"CA0192",2,2019
"CA0192",2,2020
"CA0192",3,2014
"CA0192",3,2015
"CA0192",3,2016
"CA0192",3,2017
"CA0192",3,2018
"CA0192",3,2019
"CA0192",3,2020
"CA0192",4,2014
"CA0192",4,2015
"CA0192",4,2016
"CA0192",4,2017
"CA0192",4,2018
"CA0192",4,2019
"CA0192",4,2020
"CA0192",5,2014
"CA0192",5,2015
"CA0192",5,2016
"CA0192",5,2017
"CA0192",5,2018
"CA0192",5,2019
"CA0192",5,2020
"CA0192",6,2014
"CA0192",6,2015
"CA0192",6,2016
"CA0192",6,2017
"CA0192",6,2018
"CA0192",6,2019
"CA0192",6,2020
"CA0193",2,2014
"CA0193",2,2015
"CA0193",2,2016
"CA0193",2,2017
"CA0193",2,2018
"CA0193",2,2019
"CA0193",2,2020
"CA0194",NA,2014
"CA0194",NA,2015
"CA0194",NA,2016
"CA0194",NA,2017
"CA0194",NA,2018
"CA0194",NA,2019
"CA0194",NA,2020
"CA0194",2,2014
"CA0194",2,2015
"CA0194",2,2016
"CA0194",2,2017
"CA0194",2,2018
"CA0194",2,2019
"CA0194",2,2020
"CA0194",3,2014
"CA0194",3,2015
"CA0194",3,2016
"CA0194",3,2017
"CA0194",3,2018
"CA0194",3,2019
"CA0194",3,2020
"CA0194",4,2014
"CA0194",4,2015
"CA0194",4,2016
"CA0194",4,2017
"CA0194",4,2018
"CA0194",4,2019
"CA0194",4,2020
"CA0195",2,2014
"CA0195",2,2015
"CA0195",2,2016
"CA0195",2,2017
"CA0195",2,2018
"CA0195",2,2019
"CA0195",2,2020
"CA0196",31,2014
"CA0196",31,2015
"CA0196",31,2016
"CA0196",31,2017
"CA0196",31,2018
"CA0196",31,2019
"CA0196",31,2020
"CA0197",1,2014
"CA0197",1,2015
"CA0197",1,2016
"CA0197",1,2017
"CA0197",1,2018
"CA0197",1,2019
"CA0197",1,2020
"CA0198",1,2014
"CA0198",1,2015
"CA0198",1,2016
"CA0198",1,2017
"CA0198",1,2018
"CA0198",1,2019
"CA0198",1,2020
"CA0199",1,2014
"CA0199",1,2015
"CA0199",1,2016
"CA0199",1,2017
"CA0199",1,2018
"CA0199",1,2019
"CA0199",1,2020
"CA0199",2,2014
"CA0199",2,2015
"CA0199",2,2016
"CA0199",2,2017
"CA0199",2,2018
"CA0199",2,2019
"CA0199",2,2020
"CA0199",3,2014
"CA0199",3,2015
"CA0199",3,2016
"CA0199",3,2017
"CA0199",3,2018
"CA0199",3,2019
"CA0199",3,2020
"CA0199",4,2014
"CA0199",4,2015
"CA0199",4,2016
"CA0199",4,2017
"CA0199",4,2018
"CA0199",4,2019
"CA0199",4,2020
"CA0199",5,2014
"CA0199",5,2015
"CA0199",5,2016
"CA0199",5,2017
"CA0199",5,2018
"CA0199",5,2019
"CA0199",5,2020
"CA0199",6,2014
"CA0199",6,2015
"CA0199",6,2016
"CA0199",6,2017
"CA0199",6,2018
"CA0199",6,2019
"CA0199",6,2020
"CA0199",7,2014
"CA0199",7,2015
"CA0199",7,2016
"CA0199",7,2017
"CA0199",7,2018
"CA0199",7,2019
"CA0199",7,2020
"CA0199",8,2014
"CA0199",8,2015
"CA0199",8,2016
"CA0199",8,2017
"CA0199",8,2018
"CA0199",8,2019
"CA0199",8,2020
"CA0199",9,2014
"CA0199",9,2015
"CA0199",9,2016
"CA0199",9,2017
"CA0199",9,2018
"CA0199",9,2019
"CA0199",9,2020
"CA0199",10,2014
"CA0199",10,2015
"CA0199",10,2016
"CA0199",10,2017
"CA0199",10,2018
"CA0199",10,2019
"CA0199",10,2020
"CA0199",11,2014
"CA0199",11,2015
"CA0199",11,2016
"CA0199",11,2017
"CA0199",11,2018
"CA0199",11,2019
"CA0199",11,2020
"CA0199",12,2014
"CA0199",12,2015
"CA0199",12,2016
"CA0199",12,2017
"CA0199",12,2018
"CA0199",12,2019
"CA0199",12,2020
"CA0199",13,2014
"CA0199",13,2015
"CA0199",13,2016
"CA0199",13,2017
"CA0199",13,2018
"CA0199",13,2019
"CA0199",13,2020
"CA0199",14,2014
"CA0199",14,2015
"CA0199",14,2016
"CA0199",14,2017
"CA0199",14,2018
"CA0199",14,2019
"CA0199",14,2020
"CA0199",15,2014
"CA0199",15,2015
"CA0199",15,2016
"CA0199",15,2017
"CA0199",15,2018
"CA0199",15,2019
"CA0199",15,2020
"CA0199",16,2014
"CA0199",16,2015
"CA0199",16,2016
"CA0199",16,2017
"CA0199",16,2018
"CA0199",16,2019
"CA0199",16,2020
"CA0199",17,2014
"CA0199",17,2015
"CA0199",17,2016
"CA0199",17,2017
"CA0199",17,2018
"CA0199",17,2019
"CA0199",17,2020
"CA0199",18,2014
"CA0199",18,2015
"CA0199",18,2016
"CA0199",18,2017
"CA0199",18,2018
"CA0199",18,2019
"CA0199",18,2020
"CA0199",19,2014
"CA0199",19,2015
"CA0199",19,2016
"CA0199",19,2017
"CA0199",19,2018
"CA0199",19,2019
"CA0199",19,2020
"CA0199",20,2014
"CA0199",20,2015
"CA0199",20,2016
"CA0199",20,2017
"CA0199",20,2018
"CA0199",20,2019
"CA0199",20,2020
"CA0199",21,2014
"CA0199",21,2015
"CA0199",21,2016
"CA0199",21,2017
"CA0199",21,2018
"CA0199",21,2019
"CA0199",21,2020
"CA0199",22,2014
"CA0199",22,2015
"CA0199",22,2016
"CA0199",22,2017
"CA0199",22,2018
"CA0199",22,2019
"CA0199",22,2020
"CA0199",23,2014
"CA0199",23,2015
"CA0199",23,2016
"CA0199",23,2017
"CA0199",23,2018
"CA0199",23,2019
"CA0199",23,2020
"CA0199",24,2014
"CA0199",24,2015
"CA0199",24,2016
"CA0199",24,2017
"CA0199",24,2018
"CA0199",24,2019
"CA0199",24,2020
"CA0199",25,2014
"CA0199",25,2015
"CA0199",25,2016
"CA0199",25,2017
"CA0199",25,2018
"CA0199",25,2019
"CA0199",25,2020
"CA0199",26,2014
"CA0199",26,2015
"CA0199",26,2016
"CA0199",26,2017
"CA0199",26,2018
"CA0199",26,2019
"CA0199",26,2020
"CA0199",27,2014
"CA0199",27,2015
"CA0199",27,2016
"CA0199",27,2017
"CA0199",27,2018
"CA0199",27,2019
"CA0199",27,2020
"CA0199",28,2014
"CA0199",28,2015
"CA0199",28,2016
"CA0199",28,2017
"CA0199",28,2018
"CA0199",28,2019
"CA0199",28,2020
"CA0199",29,2014
"CA0199",29,2015
"CA0199",29,2016
"CA0199",29,2017
"CA0199",29,2018
"CA0199",29,2019
"CA0199",29,2020
"CA0199",30,2014
"CA0199",30,2015
"CA0199",30,2016
"CA0199",30,2017
"CA0199",30,2018
"CA0199",30,2019
"CA0199",30,2020
"CA0199",31,2014
"CA0199",31,2015
"CA0199",31,2016
"CA0199",31,2017
"CA0199",31,2018
"CA0199",31,2019
"CA0199",31,2020
"CA0199",32,2014
"CA0199",32,2015
"CA0199",32,2016
"CA0199",32,2017
"CA0199",32,2018
"CA0199",32,2019
"CA0199",32,2020
"CA0199",33,2014
"CA0199",33,2015
"CA0199",33,2016
"CA0199",33,2017
"CA0199",33,2018
"CA0199",33,2019
"CA0199",33,2020
"CA0199",34,2014
"CA0199",34,2015
"CA0199",34,2016
"CA0199",34,2017
"CA0199",34,2018
"CA0199",34,2019
"CA0199",34,2020
"CA0199",35,2014
"CA0199",35,2015
"CA0199",35,2016
"CA0199",35,2017
"CA0199",35,2018
"CA0199",35,2019
"CA0199",35,2020
"CA0199",36,2014
"CA0199",36,2015
"CA0199",36,2016
"CA0199",36,2017
"CA0199",36,2018
"CA0199",36,2019
"CA0199",36,2020
"CA0199",37,2014
"CA0199",37,2015
"CA0199",37,2016
"CA0199",37,2017
"CA0199",37,2018
"CA0199",37,2019
"CA0199",37,2020
"CA0199",999,2014
"CA0199",999,2015
"CA0199",999,2016
"CA0199",999,2017
"CA0199",999,2018
"CA0199",999,2019
"CA0199",999,2020
"CA0200",1,2014
"CA0200",1,2015
"CA0200",1,2016
"CA0200",1,2017
"CA0200",1,2018
"CA0200",1,2019
"CA0200",1,2020
"CA0200",4,2018
"CA0200",4,2019
"CA0200",4,2020
"CA0201",1,2014
"CA0201",1,2015
"CA0201",1,2016
"CA0201",1,2017
"CA0201",1,2018
"CA0201",1,2019
"CA0201",1,2020
"CA0202",1,2014
"CA0202",1,2015
"CA0202",1,2016
"CA0202",1,2017
"CA0202",1,2018
"CA0202",1,2019
"CA0202",1,2020
"CA0206",1,2014
"CA0206",1,2015
"CA0206",1,2016
"CA0206",1,2017
"CA0206",1,2018
"CA0206",1,2019
"CA0206",1,2020
"CA0207",1,2014
"CA0207",1,2015
"CA0207",1,2016
"CA0207",1,2017
"CA0207",1,2018
"CA0207",1,2019
"CA0207",1,2020
"CA0208",1,2014
"CA0208",1,2015
"CA0208",1,2016
"CA0208",1,2017
"CA0208",1,2018
"CA0208",1,2019
"CA0208",1,2020
"CA0209",1,2014
"CA0209",1,2015
"CA0209",1,2016
"CA0209",1,2017
"CA0209",1,2018
"CA0209",1,2019
"CA0209",1,2020
"CA0210",NA,2014
"CA0210",NA,2015
"CA0210",NA,2016
"CA0210",NA,2017
"CA0210",NA,2018
"CA0210",NA,2019
"CA0210",NA,2020
"CA0210",1,2014
"CA0210",1,2015
"CA0210",1,2016
"CA0210",1,2017
"CA0210",1,2018
"CA0210",1,2019
"CA0210",1,2020
"CA0210",2,2014
"CA0210",2,2015
"CA0210",2,2016
"CA0210",2,2017
"CA0210",2,2018
"CA0210",2,2019
"CA0210",2,2020
"CA0210",3,2014
"CA0210",3,2015
"CA0210",3,2016
"CA0210",3,2017
"CA0210",3,2018
"CA0210",3,2019
"CA0210",3,2020
"CA0211",1,2014
"CA0211",1,2015
"CA0211",1,2016
"CA0211",1,2017
"CA0211",1,2018
"CA0211",1,2019
"CA0211",1,2020
"CA0212",1,2018
"CA0212",1,2019
"CA0212",1,2020
"CA0215",1,2018
"CA0215",1,2019
"CA0215",1,2020
"CA0216",1,2018
"CA0216",1,2019
"CA0216",1,2020
"CA0218",1,2018
"CA0218",1,2019
"CA0218",1,2020
"CA0218",2,2018
"CA0218",2,2019
"CA0218",2,2020
"CA0220",1,2018
"CA0220",1,2019
"CA0220",1,2020
"CA0221",1,2018
"CA0221",1,2019
"CA0221",1,2020
"CA0223",1,2018
"CA0223",1,2019
"CA0223",1,2020
"CA0224",1,2018
"CA0224",1,2019
"CA0224",1,2020
"CA0226",1,2018
"CA0226",1,2019
"CA0226",1,2020
"CA0228",1,2018
"CA0228",1,2019
"CA0228",1,2020
"CA0230",1,2018
"CA0230",1,2019
"CA0230",1,2020
"CA0230",2,2018
"CA0230",2,2019
"CA0230",2,2020
"CA0230",3,2018
"CA0230",3,2019
"CA0230",3,2020
"CA0231",1,2018
"CA0231",1,2019
"CA0231",1,2020
"CA0232",1,2018
"CA0232",1,2019
"CA0232",1,2020
"CA0234",1,2018
"CA0234",1,2019
"CA0234",1,2020
"CA0240",1,2018
"CA0240",1,2019
"CA0240",1,2020
"CA0241",1,2018
"CA0241",1,2019
"CA0241",1,2020
"CA0242",1,2018
"CA0242",1,2019
"CA0242",1,2020
"CA0244",1,2018
"CA0244",1,2019
"CA0244",1,2020
"CA0244",2,2018
"CA0244",2,2019
"CA0244",2,2020
"CA0244",3,2018
"CA0244",3,2019
"CA0244",3,2020
"CA0245",1,2018
"CA0245",1,2019
"CA0245",1,2020
"CA0247",1,2018
"CA0247",1,2019
"CA0247",1,2020
"CA0247",2,2018
"CA0247",2,2019
"CA0247",2,2020
"CA0247",3,2018
"CA0247",3,2019
"CA0247",3,2020
"CA0248",1,2018
"CA0248",1,2019
"CA0248",1,2020
"CA0248",2,2018
"CA0248",2,2019
"CA0248",2,2020
"CA0249",1,2018
"CA0249",1,2019
"CA0249",1,2020
"CA0250",1,2018
"CA0250",1,2019
"CA0250",1,2020
"CA0251",1,2018
"CA0251",1,2019
"CA0251",1,2020
"CA0252",1,2018
"CA0252",1,2019
"CA0252",1,2020
"CA0253",1,2018
"CA0253",1,2019
"CA0253",1,2020
"CA0253",2,2018
"CA0253",2,2019
"CA0253",2,2020
"CA0254",1,2018
"CA0254",1,2019
"CA0254",1,2020
"CA0255",1,2018
"CA0255",1,2019
"CA0255",1,2020
"CA0256",1,2018
"CA0256",1,2019
"CA0256",1,2020
"CA0259",1,2018
"CA0259",1,2019
"CA0259",1,2020
"CA0260",1,2018
"CA0260",1,2019
"CA0260",1,2020
"CA0261",1,2018
"CA0261",1,2019
"CA0261",1,2020
"CA0265",1,2018
"CA0265",1,2019
"CA0265",1,2020
"CA0265",2,2018
"CA0265",2,2019
"CA0265",2,2020
"CA0267",1,2018
"CA0267",1,2019
"CA0267",1,2020
"CA0268",1,2018
"CA0268",1,2019
"CA0268",1,2020
"CA0270",1,2019
"CA0270",1,2020
"CA0271",1,2019
"CA0271",1,2020
"CA0271",6,2020
"CA0271",7,2020
"CA0271",999,2020
"CO0001",NA,2014
"CO0001",NA,2015
"CO0001",NA,2016
"CO0001",NA,2017
"CO0001",NA,2018
"CO0001",NA,2019
"CO0001",NA,2020
"CO0001",3,2014
"CO0001",3,2015
"CO0001",3,2016
"CO0001",3,2017
"CO0001",3,2018
"CO0001",3,2019
"CO0001",3,2020
"CO0001",4,2014
"CO0001",4,2015
"CO0001",4,2016
"CO0001",4,2017
"CO0001",4,2018
"CO0001",4,2019
"CO0001",4,2020
"CO0001",5,2014
"CO0001",5,2015
"CO0001",5,2016
"CO0001",5,2017
"CO0001",5,2018
"CO0001",5,2019
"CO0001",5,2020
"CO0001",6,2014
"CO0001",6,2015
"CO0001",6,2016
"CO0001",6,2017
