"FSCSKEY","FSCS_SEQ","PLS_YEAR"
"MA0262",2,2018
"MA0262",2,2019
"MA0262",2,2020
"MA0263",2,2014
"MA0263",2,2015
"MA0263",2,2016
"MA0263",2,2017
"MA0263",2,2018
"MA0263",2,2019
"MA0263",2,2020
"MA0264",2,2014
"MA0264",2,2015
"MA0264",2,2016
"MA0264",2,2017
"MA0264",2,2018
"MA0264",2,2019
"MA0264",2,2020
"MA0265",2,2014
"MA0265",2,2015
"MA0265",2,2016
"MA0265",2,2017
"MA0265",2,2018
"MA0265",2,2019
"MA0265",2,2020
"MA0266",2,2014
"MA0266",2,2015
"MA0266",2,2016
"MA0266",2,2017
"MA0266",2,2018
"MA0266",2,2019
"MA0266",2,2020
"MA0267",2,2014
"MA0267",2,2015
"MA0267",2,2016
"MA0267",2,2017
"MA0267",2,2018
"MA0267",2,2019
"MA0267",2,2020
"MA0268",2,2014
"MA0268",2,2015
"MA0268",2,2016
"MA0268",2,2017
"MA0268",2,2018
"MA0268",2,2019
"MA0268",2,2020
"MA0269",2,2014
"MA0269",2,2015
"MA0269",2,2016
"MA0269",2,2017
"MA0269",2,2018
"MA0269",2,2019
"MA0269",2,2020
"MA0270",2,2014
"MA0270",2,2015
"MA0270",2,2016
"MA0270",2,2017
"MA0270",2,2018
"MA0270",2,2019
"MA0270",2,2020
"MA0271",2,2014
"MA0271",2,2015
"MA0271",2,2016
"MA0271",2,2017
"MA0271",2,2018
"MA0271",2,2019
"MA0271",2,2020
"MA0271",3,2014
"MA0271",3,2015
"MA0271",3,2016
"MA0271",3,2017
"MA0271",3,2018
"MA0271",3,2019
"MA0271",3,2020
"MA0271",4,2014
"MA0271",4,2015
"MA0271",4,2016
"MA0271",4,2017
"MA0271",4,2018
"MA0271",4,2019
"MA0271",4,2020
"MA0272",2,2014
"MA0272",2,2015
"MA0272",2,2016
"MA0272",2,2017
"MA0272",2,2018
"MA0272",2,2019
"MA0272",2,2020
"MA0272",5,2018
"MA0272",5,2019
"MA0272",5,2020
"MA0273",2,2014
"MA0273",2,2015
"MA0273",2,2016
"MA0273",2,2017
"MA0273",2,2018
"MA0273",2,2019
"MA0273",2,2020
"MA0274",2,2014
"MA0274",2,2015
"MA0274",2,2016
"MA0274",2,2017
"MA0274",2,2018
"MA0274",2,2019
"MA0274",2,2020
"MA0275",2,2014
"MA0275",2,2015
"MA0275",2,2016
"MA0275",2,2017
"MA0275",2,2018
"MA0275",2,2019
"MA0275",2,2020
"MA0276",2,2014
"MA0276",2,2015
"MA0276",2,2016
"MA0276",2,2017
"MA0276",2,2018
"MA0276",2,2019
"MA0276",2,2020
"MA0277",2,2014
"MA0277",2,2015
"MA0277",2,2016
"MA0277",2,2017
"MA0277",2,2018
"MA0277",2,2019
"MA0277",2,2020
"MA0278",2,2014
"MA0278",2,2015
"MA0278",2,2016
"MA0278",2,2017
"MA0278",2,2018
"MA0278",2,2019
"MA0278",2,2020
"MA0278",3,2014
"MA0278",3,2015
"MA0278",3,2016
"MA0278",3,2017
"MA0278",3,2018
"MA0278",3,2019
"MA0278",3,2020
"MA0278",4,2014
"MA0278",4,2015
"MA0278",4,2016
"MA0278",4,2017
"MA0278",4,2018
"MA0278",4,2019
"MA0278",4,2020
"MA0278",5,2014
"MA0278",5,2015
"MA0278",5,2016
"MA0278",5,2017
"MA0278",5,2018
"MA0278",5,2019
"MA0278",5,2020
"MA0278",6,2014
"MA0278",6,2015
"MA0278",6,2016
"MA0278",6,2017
"MA0278",6,2018
"MA0278",6,2019
"MA0278",6,2020
"MA0278",7,2014
"MA0278",8,2014
"MA0278",8,2015
"MA0278",8,2016
"MA0278",8,2017
"MA0278",8,2018
"MA0278",8,2019
"MA0278",8,2020
"MA0278",9,2014
"MA0278",9,2015
"MA0278",9,2016
"MA0278",9,2017
"MA0278",9,2018
"MA0278",9,2019
"MA0278",9,2020
"MA0278",10,2014
"MA0278",10,2015
"MA0278",10,2016
"MA0278",10,2017
"MA0278",10,2018
"MA0278",10,2019
"MA0278",10,2020
"MA0278",14,2014
"MA0278",14,2015
"MA0278",14,2016
"MA0278",14,2017
"MA0278",14,2018
"MA0278",14,2019
"MA0278",14,2020
"MA0279",2,2014
"MA0279",2,2015
"MA0279",2,2016
"MA0279",2,2017
"MA0279",2,2018
"MA0279",2,2019
"MA0279",2,2020
"MA0280",2,2014
"MA0280",2,2015
"MA0280",2,2016
"MA0280",2,2017
"MA0280",2,2018
"MA0280",2,2019
"MA0280",2,2020
"MA0281",2,2014
"MA0281",2,2015
"MA0281",2,2016
"MA0281",2,2017
"MA0281",2,2018
"MA0281",2,2019
"MA0281",2,2020
"MA0282",2,2014
"MA0282",2,2015
"MA0282",2,2016
"MA0282",2,2017
"MA0282",2,2018
"MA0282",2,2019
"MA0282",2,2020
"MA0283",2,2014
"MA0283",2,2015
"MA0283",2,2016
"MA0283",2,2017
"MA0283",2,2018
"MA0283",2,2019
"MA0283",2,2020
"MA0284",2,2014
"MA0284",2,2015
"MA0284",2,2016
"MA0284",2,2017
"MA0284",2,2018
"MA0284",2,2019
"MA0284",2,2020
"MA0285",2,2014
"MA0285",2,2015
"MA0285",2,2016
"MA0285",2,2017
"MA0285",2,2018
"MA0285",2,2019
"MA0285",2,2020
"MA0286",2,2014
"MA0286",2,2015
"MA0286",2,2016
"MA0286",2,2017
"MA0286",2,2018
"MA0286",2,2019
"MA0286",2,2020
"MA0287",2,2014
"MA0287",2,2015
"MA0287",2,2016
"MA0287",2,2017
"MA0287",2,2018
"MA0287",2,2019
"MA0287",2,2020
"MA0288",2,2014
"MA0288",2,2015
"MA0288",2,2016
"MA0288",2,2017
"MA0288",2,2018
"MA0288",2,2019
"MA0288",2,2020
"MA0289",2,2014
"MA0289",2,2015
"MA0289",2,2016
"MA0289",2,2017
"MA0289",2,2018
"MA0289",2,2019
"MA0289",2,2020
"MA0290",2,2014
"MA0290",2,2015
"MA0290",2,2016
"MA0290",2,2017
"MA0290",2,2018
"MA0290",2,2019
"MA0290",2,2020
"MA0291",2,2014
"MA0291",2,2015
"MA0291",2,2016
"MA0291",2,2017
"MA0291",2,2018
"MA0291",2,2019
"MA0291",2,2020
"MA0292",2,2014
"MA0292",2,2015
"MA0292",2,2016
"MA0292",2,2017
"MA0292",2,2018
"MA0292",2,2019
"MA0292",2,2020
"MA0293",2,2014
"MA0293",2,2015
"MA0293",2,2016
"MA0293",2,2017
"MA0293",2,2018
"MA0293",2,2019
"MA0293",2,2020
"MA0294",2,2014
"MA0294",2,2015
"MA0294",2,2016
"MA0294",2,2017
"MA0294",2,2018
"MA0294",2,2019
"MA0294",2,2020
"MA0295",2,2014
"MA0295",2,2015
"MA0295",2,2016
"MA0295",2,2017
"MA0295",2,2018
"MA0295",2,2019
"MA0295",2,2020
"MA0296",2,2014
"MA0296",2,2015
"MA0296",2,2016
"MA0296",2,2017
"MA0296",2,2018
"MA0296",2,2019
"MA0296",2,2020
"MA0297",2,2014
"MA0297",2,2015
"MA0297",2,2016
"MA0297",2,2017
"MA0297",2,2018
"MA0297",2,2019
"MA0297",2,2020
"MA0298",2,2014
"MA0298",2,2015
"MA0298",2,2016
"MA0298",2,2017
"MA0298",2,2018
"MA0298",2,2019
"MA0298",2,2020
"MA0299",2,2014
"MA0299",2,2015
"MA0299",2,2016
"MA0299",2,2017
"MA0299",2,2018
"MA0299",2,2019
"MA0299",2,2020
"MA0300",2,2014
"MA0300",2,2015
"MA0300",2,2016
"MA0300",2,2017
"MA0300",2,2018
"MA0300",2,2019
"MA0300",2,2020
"MA0301",2,2014
"MA0301",2,2015
"MA0301",2,2016
"MA0301",2,2017
"MA0301",2,2018
"MA0301",2,2019
"MA0301",2,2020
"MA0302",2,2014
"MA0302",2,2015
"MA0302",2,2016
"MA0302",2,2017
"MA0302",2,2018
"MA0302",2,2019
"MA0302",2,2020
"MA0303",2,2014
"MA0303",2,2015
"MA0303",2,2016
"MA0303",2,2017
"MA0303",2,2018
"MA0303",2,2019
"MA0303",2,2020
"MA0304",2,2014
"MA0304",2,2015
"MA0304",2,2016
"MA0304",2,2017
"MA0304",2,2018
"MA0304",2,2019
"MA0304",2,2020
"MA0305",2,2014
"MA0305",2,2015
"MA0305",2,2016
"MA0305",2,2017
"MA0305",2,2018
"MA0305",2,2019
"MA0305",2,2020
"MA0306",2,2014
"MA0306",2,2015
"MA0306",2,2016
"MA0306",2,2017
"MA0306",2,2018
"MA0306",2,2019
"MA0306",2,2020
"MA0307",2,2014
"MA0307",2,2015
"MA0307",2,2016
"MA0307",2,2017
"MA0307",2,2018
"MA0307",2,2019
"MA0307",2,2020
"MA0307",3,2014
"MA0307",3,2015
"MA0307",3,2016
"MA0307",3,2017
"MA0307",3,2018
"MA0307",3,2019
"MA0307",3,2020
"MA0308",2,2014
"MA0308",2,2015
"MA0308",2,2016
"MA0308",2,2017
"MA0308",2,2018
"MA0308",2,2019
"MA0308",2,2020
"MA0309",2,2014
"MA0309",2,2015
"MA0309",2,2016
"MA0309",2,2017
"MA0309",2,2018
"MA0309",2,2019
"MA0309",2,2020
"MA0310",2,2014
"MA0310",2,2015
"MA0310",2,2016
"MA0310",2,2017
"MA0310",2,2018
"MA0310",2,2019
"MA0310",2,2020
"MA0311",2,2014
"MA0311",2,2015
"MA0311",2,2016
"MA0311",2,2017
"MA0311",2,2018
"MA0311",2,2019
"MA0311",2,2020
"MA0312",2,2014
"MA0312",2,2015
"MA0312",2,2016
"MA0312",2,2017
"MA0312",2,2018
"MA0312",2,2019
"MA0312",2,2020
"MA0313",2,2014
"MA0313",2,2015
"MA0313",2,2016
"MA0313",2,2017
"MA0313",2,2018
"MA0313",2,2019
"MA0313",2,2020
"MA0313",3,2014
"MA0313",3,2015
"MA0313",3,2016
"MA0313",3,2017
"MA0313",3,2018
"MA0313",3,2019
"MA0313",3,2020
"MA0313",4,2014
"MA0313",4,2015
"MA0313",4,2016
"MA0313",4,2017
"MA0313",4,2018
"MA0313",4,2019
"MA0313",4,2020
"MA0314",2,2014
"MA0314",2,2015
"MA0314",2,2016
"MA0314",2,2017
"MA0314",2,2018
"MA0314",2,2019
"MA0314",2,2020
"MA0315",2,2014
"MA0315",2,2015
"MA0315",2,2016
"MA0315",2,2017
"MA0315",2,2018
"MA0315",2,2019
"MA0315",2,2020
"MA0317",2,2014
"MA0317",2,2015
"MA0317",2,2016
"MA0317",2,2017
"MA0317",2,2018
"MA0317",2,2019
"MA0317",2,2020
"MA0318",2,2014
"MA0318",2,2015
"MA0318",2,2016
"MA0318",2,2017
"MA0318",2,2018
"MA0318",2,2019
"MA0318",2,2020
"MA0319",2,2014
"MA0319",2,2015
"MA0319",2,2016
"MA0319",2,2017
"MA0319",2,2018
"MA0319",2,2019
"MA0319",2,2020
"MA0320",2,2014
"MA0320",2,2015
"MA0320",2,2016
"MA0320",2,2017
"MA0320",2,2018
"MA0320",2,2019
"MA0320",2,2020
"MA0321",2,2014
"MA0321",2,2015
"MA0321",2,2016
"MA0321",2,2017
"MA0321",2,2018
"MA0321",2,2019
"MA0321",2,2020
"MA0322",2,2014
"MA0322",2,2015
"MA0322",2,2016
"MA0322",2,2017
"MA0322",2,2018
"MA0322",2,2019
"MA0322",2,2020
"MA0323",3,2014
"MA0323",3,2015
"MA0323",3,2016
"MA0323",3,2017
"MA0323",3,2018
"MA0323",3,2019
"MA0323",3,2020
"MA0324",2,2014
"MA0324",2,2015
"MA0324",2,2016
"MA0324",2,2017
"MA0324",2,2018
"MA0324",2,2019
"MA0324",2,2020
"MA0325",2,2014
"MA0325",2,2015
"MA0325",2,2016
"MA0325",2,2017
"MA0325",2,2018
"MA0325",2,2019
"MA0325",2,2020
"MA0326",2,2014
"MA0326",2,2015
"MA0326",2,2016
"MA0326",2,2017
"MA0326",2,2018
"MA0326",2,2019
"MA0326",2,2020
"MA0327",2,2014
"MA0327",2,2015
"MA0327",2,2016
"MA0327",2,2017
"MA0327",2,2018
"MA0327",2,2019
"MA0327",2,2020
"MA0328",2,2014
"MA0328",2,2015
"MA0328",2,2016
"MA0328",2,2017
"MA0328",2,2018
"MA0328",2,2019
"MA0328",2,2020
"MA0329",2,2014
"MA0329",2,2015
"MA0329",2,2016
"MA0329",2,2017
"MA0329",2,2018
"MA0329",2,2019
"MA0329",2,2020
"MA0330",2,2014
"MA0330",2,2015
"MA0330",2,2016
"MA0330",2,2017
"MA0330",2,2018
"MA0330",2,2019
"MA0330",2,2020
"MA0331",2,2014
"MA0331",2,2015
"MA0331",2,2016
"MA0331",2,2017
"MA0331",2,2018
"MA0331",2,2019
"MA0331",2,2020
"MA0331",3,2014
"MA0331",3,2015
"MA0331",3,2016
"MA0331",3,2017
"MA0331",3,2018
"MA0331",3,2019
"MA0331",3,2020
"MA0332",2,2014
"MA0332",2,2015
"MA0332",2,2016
"MA0332",2,2017
"MA0332",2,2018
"MA0332",2,2019
"MA0332",2,2020
"MA0332",6,2014
"MA0332",6,2015
"MA0332",6,2016
"MA0332",6,2017
"MA0332",6,2018
"MA0332",6,2019
"MA0332",6,2020
"MA0332",7,2014
"MA0332",7,2015
"MA0332",7,2016
"MA0332",7,2017
"MA0332",7,2018
"MA0332",7,2019
"MA0332",7,2020
"MA0332",8,2014
"MA0332",8,2015
"MA0332",8,2016
"MA0332",8,2017
"MA0332",8,2018
"MA0332",8,2019
"MA0332",8,2020
"MA0333",2,2014
"MA0333",2,2015
"MA0333",2,2016
"MA0333",2,2017
"MA0333",2,2018
"MA0333",2,2019
"MA0333",2,2020
"MA0334",2,2014
"MA0334",2,2015
"MA0334",2,2016
"MA0334",2,2017
"MA0334",2,2018
"MA0334",2,2019
"MA0334",2,2020
"MA0335",2,2014
"MA0335",2,2015
"MA0335",2,2016
"MA0335",2,2017
"MA0335",2,2018
"MA0335",2,2019
"MA0335",2,2020
"MA0336",2,2014
"MA0336",2,2015
"MA0336",2,2016
"MA0336",2,2017
"MA0336",2,2018
"MA0336",2,2019
"MA0336",2,2020
"MA0336",3,2014
"MA0336",3,2015
"MA0336",3,2016
"MA0336",3,2017
"MA0336",3,2018
"MA0336",3,2019
"MA0336",3,2020
"MA0337",2,2014
"MA0337",2,2015
"MA0337",2,2016
"MA0337",2,2017
"MA0337",2,2018
"MA0337",2,2019
"MA0337",2,2020
"MA0338",2,2014
"MA0338",2,2015
"MA0338",2,2016
"MA0338",2,2017
"MA0338",2,2018
"MA0338",2,2019
"MA0338",2,2020
"MA0339",2,2014
"MA0339",2,2015
"MA0339",2,2016
"MA0339",2,2017
"MA0339",2,2018
"MA0339",2,2019
"MA0339",2,2020
"MA0340",2,2014
"MA0340",2,2015
"MA0340",2,2016
"MA0340",2,2017
"MA0340",2,2018
"MA0340",2,2019
"MA0340",2,2020
"MA0341",2,2014
"MA0341",2,2015
"MA0341",2,2016
"MA0341",2,2017
"MA0341",2,2018
"MA0341",2,2019
"MA0341",2,2020
"MA0342",2,2014
"MA0342",2,2015
"MA0342",2,2016
"MA0342",2,2017
"MA0342",2,2018
"MA0342",2,2019
"MA0342",2,2020
"MA0343",2,2014
"MA0343",2,2015
"MA0343",2,2016
"MA0343",2,2017
"MA0343",2,2018
"MA0343",2,2019
"MA0343",2,2020
"MA0344",3,2014
"MA0344",3,2015
"MA0344",3,2016
"MA0344",3,2017
"MA0344",3,2018
"MA0344",3,2019
"MA0344",3,2020
"MA0344",11,2014
"MA0344",11,2015
"MA0344",11,2016
"MA0344",11,2017
"MA0344",11,2018
"MA0344",11,2019
"MA0344",11,2020
"MA0344",12,2014
"MA0344",12,2015
"MA0344",12,2016
"MA0344",12,2017
"MA0344",12,2018
"MA0344",12,2019
"MA0344",12,2020
"MA0344",13,2014
"MA0344",13,2015
"MA0344",13,2016
"MA0344",13,2017
"MA0344",13,2018
"MA0344",13,2019
"MA0344",13,2020
"MA0344",14,2014
"MA0344",14,2015
"MA0344",14,2016
"MA0344",14,2017
"MA0344",14,2018
"MA0344",14,2019
"MA0344",14,2020
"MA0344",15,2014
"MA0344",15,2015
"MA0344",15,2016
"MA0344",15,2017
"MA0344",15,2018
"MA0344",15,2019
"MA0344",15,2020
"MA0344",16,2014
"MA0344",16,2015
"MA0344",16,2016
"MA0344",16,2017
"MA0344",16,2018
"MA0344",16,2019
"MA0344",16,2020
"MA0344",17,2016
"MA0344",17,2017
"MA0344",17,2018
"MA0344",17,2019
"MA0344",17,2020
"MA0344",18,2016
"MA0344",18,2017
"MA0344",18,2018
"MA0344",19,2017
"MA0344",19,2018
"MA0344",19,2019
"MA0344",19,2020
"MA0344",20,2017
"MA0344",20,2018
"MA0345",2,2014
"MA0345",2,2015
"MA0345",2,2016
"MA0345",2,2017
"MA0345",2,2018
"MA0345",2,2019
"MA0345",2,2020
"MA0346",2,2014
"MA0346",2,2015
"MA0346",2,2016
"MA0346",2,2017
"MA0346",2,2018
"MA0346",2,2019
"MA0346",2,2020
"MA0348",2,2014
"MA0348",2,2015
"MA0348",2,2016
"MA0348",2,2017
"MA0348",2,2018
"MA0348",2,2019
"MA0348",2,2020
"MA0349",2,2014
"MA0349",2,2015
"MA0349",2,2016
"MA0349",2,2017
"MA0349",2,2018
"MA0349",2,2019
"MA0349",2,2020
"MA0350",2,2014
"MA0350",2,2015
"MA0350",2,2016
"MA0350",2,2017
"MA0350",2,2018
"MA0350",2,2019
"MA0350",2,2020
"MA0351",2,2014
"MA0351",2,2015
"MA0351",2,2016
"MA0351",2,2017
"MA0351",2,2018
"MA0351",2,2019
"MA0351",2,2020
"MA0352",2,2014
"MA0352",2,2015
"MA0352",2,2016
"MA0352",2,2017
"MA0352",2,2018
"MA0352",2,2019
"MA0352",2,2020
"MA0353",2,2014
"MA0353",2,2015
"MA0353",2,2016
"MA0353",2,2017
"MA0353",2,2018
"MA0353",2,2019
"MA0353",2,2020
"MA0354",2,2014
"MA0354",2,2015
"MA0354",2,2016
"MA0354",2,2017
"MA0354",2,2018
"MA0354",2,2019
"MA0354",2,2020
"MA0355",2,2014
"MA0355",2,2015
"MA0355",2,2016
"MA0355",2,2017
"MA0355",2,2018
"MA0355",2,2019
"MA0355",2,2020
"MA0356",2,2014
"MA0356",2,2015
"MA0356",2,2016
"MA0356",2,2017
"MA0356",2,2018
"MA0356",2,2019
"MA0356",2,2020
"MA0358",2,2014
"MA0358",2,2015
"MA0358",2,2016
"MA0358",2,2017
"MA0358",2,2018
"MA0358",2,2019
"MA0358",2,2020
"MA0359",2,2014
"MA0359",2,2015
"MA0359",2,2016
"MA0359",2,2017
"MA0359",2,2018
"MA0359",2,2019
"MA0359",2,2020
"MA0360",2,2014
"MA0360",2,2015
"MA0360",2,2016
"MA0360",2,2017
"MA0360",2,2018
"MA0360",2,2019
"MA0360",2,2020
"MA0361",2,2014
"MA0361",2,2015
"MA0361",2,2016
"MA0361",2,2017
"MA0361",2,2018
"MA0361",2,2019
"MA0361",2,2020
"MA0362",2,2014
"MA0362",2,2015
"MA0362",2,2016
"MA0362",2,2017
"MA0362",2,2018
"MA0362",2,2019
"MA0362",2,2020
"MA0363",2,2014
"MA0363",2,2015
"MA0363",2,2016
"MA0363",2,2017
"MA0363",2,2018
"MA0363",2,2019
"MA0363",2,2020
"MA0363",5,2014
"MA0363",5,2015
"MA0363",5,2016
"MA0363",5,2017
"MA0363",5,2018
"MA0363",5,2019
"MA0363",5,2020
"MA0364",2,2014
"MA0364",2,2015
"MA0364",2,2016
"MA0364",2,2017
"MA0364",2,2018
"MA0364",2,2019
"MA0364",2,2020
"MA0365",2,2014
"MA0365",2,2015
"MA0365",2,2016
"MA0365",2,2017
"MA0365",2,2018
"MA0365",2,2019
"MA0365",2,2020
"MA0366",2,2014
"MA0366",2,2015
"MA0366",2,2016
"MA0366",2,2017
"MA0366",2,2018
"MA0366",2,2019
"MA0366",2,2020
"MA0367",2,2014
"MA0367",2,2015
"MA0367",2,2016
"MA0367",2,2017
"MA0367",2,2018
"MA0367",2,2019
"MA0367",2,2020
"MA0368",2,2014
"MA0368",2,2015
"MA0368",2,2016
"MA0368",2,2017
"MA0368",2,2018
"MA0368",2,2019
"MA0368",2,2020
"MA0369",2,2014
"MA0369",2,2015
"MA0369",2,2016
"MA0369",2,2017
"MA0369",2,2018
"MA0369",2,2019
"MA0369",2,2020
"MA0370",2,2014
"MA0370",2,2015
"MA0370",2,2016
"MA0370",2,2017
"MA0370",2,2018
"MA0370",2,2019
"MA0370",2,2020
"MA0371",2,2014
"MA0371",2,2015
"MA0371",2,2016
"MA0371",2,2017
"MA0371",2,2018
"MA0371",2,2019
"MA0371",2,2020
"MA0375",2,2014
"MA0375",2,2015
"MA0375",2,2016
"MA0375",2,2017
"MA0375",2,2018
"MA0375",2,2019
"MA0375",2,2020
"MA0376",2,2014
"MA0376",2,2015
"MA0376",2,2016
"MA0376",2,2017
"MA0376",2,2018
"MA0376",2,2019
"MA0376",2,2020
"MA0377",4,2014
"MA0377",4,2015
"MA0377",4,2016
"MA0377",4,2017
"MA0377",4,2018
"MA0377",4,2019
"MA0377",4,2020
"MA0377",6,2014
"MA0377",6,2015
"MA0377",6,2016
"MA0377",6,2017
"MA0377",6,2018
"MA0377",6,2019
"MA0377",6,2020
"MA0377",7,2014
"MA0377",7,2015
"MA0377",7,2016
"MA0377",7,2017
"MA0377",7,2018
"MA9021",1,2014
"MA9021",1,2015
"MA9021",1,2016
"MA9021",1,2017
"MA9024",1,2014
"MA9024",1,2015
"MA9024",1,2016
"MA9024",1,2017
"MA9024",1,2018
"MA9024",1,2019
"MA9024",1,2020
"MD0001",3,2014
"MD0001",3,2015
"MD0001",3,2016
"MD0001",3,2017
"MD0001",3,2018
"MD0001",3,2019
"MD0001",3,2020
"MD0001",4,2014
"MD0001",4,2015
"MD0001",4,2016
"MD0001",4,2017
"MD0001",4,2018
"MD0001",4,2019
"MD0001",4,2020
"MD0001",5,2014
"MD0001",5,2015
"MD0001",5,2016
"MD0001",5,2017
"MD0001",5,2018
"MD0001",5,2019
"MD0001",5,2020
"MD0001",6,2014
"MD0001",6,2015
"MD0001",6,2016
"MD0001",6,2017
"MD0001",6,2018
"MD0001",6,2019
"MD0001",6,2020
"MD0001",7,2014
"MD0001",7,2015
"MD0001",7,2016
"MD0001",7,2017
"MD0001",7,2018
"MD0001",7,2019
"MD0001",7,2020
"MD0001",9,2014
"MD0001",9,2015
"MD0001",9,2016
"MD0001",9,2017
"MD0001",9,2018
"MD0001",9,2019
"MD0001",9,2020
"MD0002",3,2014
"MD0002",3,2015
"MD0002",3,2016
"MD0002",3,2017
"MD0002",3,2018
"MD0002",3,2019
"MD0002",3,2020
"MD0002",4,2014
"MD0002",4,2015
"MD0002",4,2016
"MD0002",4,2017
"MD0002",4,2018
"MD0002",4,2019
"MD0002",4,2020
"MD0002",5,2014
"MD0002",5,2015
"MD0002",5,2016
"MD0002",5,2017
"MD0002",5,2018
"MD0002",5,2019
"MD0002",5,2020
"MD0002",7,2014
"MD0002",7,2015
"MD0002",7,2016
"MD0002",7,2017
"MD0002",7,2018
"MD0002",7,2019
"MD0002",7,2020
"MD0002",8,2014
"MD0002",8,2015
"MD0002",8,2016
"MD0002",8,2017
"MD0002",8,2018
"MD0002",8,2019
"MD0002",8,2020
"MD0002",9,2014
"MD0002",9,2015
"MD0002",9,2016
"MD0002",9,2017
"MD0002",9,2018
"MD0002",9,2019
"MD0002",9,2020
"MD0002",10,2014
"MD0002",10,2015
"MD0002",10,2016
"MD0002",10,2017
"MD0002",10,2018
"MD0002",10,2019
"MD0002",10,2020
"MD0002",12,2014
"MD0002",12,2015
"MD0002",12,2016
"MD0002",12,2017
"MD0002",12,2018
"MD0002",12,2019
"MD0002",12,2020
"MD0002",13,2014
"MD0002",13,2015
"MD0002",13,2016
"MD0002",13,2017
"MD0002",13,2018
"MD0002",13,2019
"MD0002",13,2020
"MD0002",14,2014
"MD0002",14,2015
"MD0002",14,2016
"MD0002",14,2017
"MD0002",14,2018
"MD0002",14,2019
"MD0002",14,2020
"MD0002",15,2014
"MD0002",15,2015
"MD0002",15,2016
"MD0002",15,2017
"MD0002",15,2018
"MD0002",15,2019
"MD0002",15,2020
"MD0002",16,2014
"MD0002",16,2015
"MD0002",16,2016
"MD0002",16,2017
"MD0002",16,2018
"MD0002",16,2019
"MD0002",16,2020
"MD0002",17,2014
"MD0002",17,2015
"MD0002",17,2016
"MD0002",17,2017
"MD0002",17,2018
"MD0002",17,2019
"MD0002",17,2020
"MD0002",19,2014
"MD0002",19,2015
"MD0002",19,2016
"MD0002",19,2017
"MD0002",19,2018
"MD0002",19,2019
"MD0002",19,2020
"MD0002",20,2014
"MD0002",20,2015
"MD0002",20,2016
"MD0002",20,2017
"MD0002",20,2018
"MD0002",20,2019
"MD0002",20,2020
"MD0002",21,2018
"MD0002",21,2019
"MD0002",21,2020
"MD0002",999,2014
"MD0002",999,2015
"MD0002",999,2016
"MD0002",999,2017
"MD0002",999,2018
"MD0002",999,2019
"MD0002",999,2020
"MD0003",2,2014
"MD0003",2,2015
"MD0003",2,2016
"MD0003",2,2017
"MD0003",2,2018
"MD0003",2,2019
"MD0003",2,2020
"MD0003",3,2014
"MD0003",3,2015
"MD0003",3,2016
"MD0003",3,2017
"MD0003",3,2018
"MD0003",3,2019
"MD0003",3,2020
"MD0003",4,2014
"MD0003",4,2015
"MD0003",4,2016
"MD0003",4,2017
"MD0003",4,2018
"MD0003",4,2019
"MD0003",4,2020
"MD0003",5,2014
"MD0003",5,2015
"MD0003",5,2016
"MD0003",5,2017
"MD0003",5,2018
"MD0003",5,2019
"MD0003",5,2020
"MD0003",9,2014
"MD0003",9,2015
"MD0003",9,2016
"MD0003",9,2017
"MD0003",9,2018
"MD0003",9,2019
"MD0003",9,2020
"MD0003",11,2014
"MD0003",11,2015
"MD0003",11,2016
"MD0003",11,2017
"MD0003",11,2018
"MD0003",11,2019
"MD0003",11,2020
"MD0003",12,2014
"MD0003",12,2015
"MD0003",12,2016
"MD0003",12,2017
"MD0003",12,2018
"MD0003",12,2019
"MD0003",12,2020
"MD0003",15,2014
"MD0003",15,2015
"MD0003",15,2016
"MD0003",15,2017
"MD0003",15,2018
"MD0003",15,2019
"MD0003",15,2020
"MD0003",16,2014
"MD0003",16,2015
"MD0003",16,2016
"MD0003",16,2017
"MD0003",16,2018
"MD0003",16,2019
"MD0003",16,2020
"MD0003",17,2014
"MD0003",17,2015
"MD0003",17,2016
"MD0003",17,2017
"MD0003",17,2018
"MD0003",17,2019
"MD0003",17,2020
"MD0003",20,2014
"MD0003",20,2015
"MD0003",20,2016
"MD0003",20,2017
"MD0003",20,2018
"MD0003",20,2019
"MD0003",20,2020
"MD0003",22,2014
"MD0003",22,2015
"MD0003",22,2016
"MD0003",22,2017
"MD0003",22,2018
"MD0003",22,2019
"MD0003",22,2020
"MD0003",23,2014
"MD0003",23,2015
"MD0003",23,2016
"MD0003",23,2017
"MD0003",23,2018
"MD0003",23,2019
"MD0003",23,2020
"MD0003",24,2014
"MD0003",24,2015
"MD0003",24,2016
"MD0003",24,2017
"MD0003",24,2018
"MD0003",24,2019
"MD0003",24,2020
"MD0003",25,2014
"MD0003",25,2015
"MD0003",25,2016
"MD0003",25,2017
"MD0003",25,2018
"MD0003",25,2019
"MD0003",25,2020
"MD0003",27,2014
"MD0003",27,2015
"MD0003",27,2016
"MD0003",27,2017
"MD0003",27,2018
"MD0003",27,2019
"MD0003",27,2020
"MD0003",29,2014
"MD0003",29,2015
"MD0003",29,2016
"MD0003",29,2017
"MD0003",29,2018
"MD0003",29,2019
"MD0003",29,2020
"MD0003",31,2014
"MD0003",31,2015
"MD0003",31,2016
"MD0003",31,2017
"MD0003",31,2018
"MD0003",31,2019
"MD0003",31,2020
"MD0003",33,2014
"MD0003",33,2015
"MD0003",33,2016
"MD0003",33,2017
"MD0003",33,2018
