"","ros_entity_number","ros_entity_name","ros_entity_type","ros_physical_address","ros_physical_city","ros_physical_state","ros_physical_zipcode"
"1859",17014585,"centro tec. los cuadritos","library","Carr. 14 Sector Los Cuadritos, Aibonito - En El Centro","Aibonito","PR",705
"1860",17014586,"centro tec. los muros, la plata","library","Carr. 173 Ramal 728, Km0.3 Bo. La Plata,Sector Los Muros","Aibonito","PR",786
"1861",17014587,"centro tec. b. corcovada","library","Carr. 420, Km. 5.6, Interior, Añasco","Añasco","PR",610
"1862",17014588,"centro tec. caguabo","library","Carr. 115, Sector La Tosca, Caguabo, Añasco","Añasco","PR",610
"1863",17014589,"centro tec. cerro gordo","library","Carr. 403, Km. 4.9 Interor Cerro Gordo, Añasco","Añasco","PR",610
"1864",17014590,"centro tec. parcelas marias","library","Calle Añasco, Parcela 194, Añasco 00610","Añasco","PR",610
"1865",17014591,"centro tec. la josefa","library","Carr. 109, Intercepción Calle Iglesia, Km. 5.8, Bo. Espino Añasco","Añasco","PR",610
"1866",17014592,"centro tec. miraflores","library","Carr. 109, Km.9.8, Sector Maria Emilia, Añasco","Añasco","PR",610
"1867",17014593,"centro tec. palo blanco","library","Calle 1 #638, Bo. Miraflores, Parcelas Palo Blanco, Arecibo","Arecibo","PR",612
"1868",17014594,"centro tec. el cerro (factor i)","library","Calle 23 #425, El Cerro, Factor I, Arecibo","Arecibo","PR",612
"1869",17014595,"centro tec. el vigia","library","Comunidad Vigia Pr 655,Arecibo P.R.","Arecibo","PR",920
"1870",17014596,"centro tec. bo. obrero, cruz roja","library","Com. Barrio Obrero, Cruz Roja #7, Arecibo","Arecibo","PR",612
"1871",17014597,"centro tec. esperanza-cienegueta","library","Calle 635, Parcelas Cienegueta,Arecibo - Calle 2 Parcelas 101 Km. 8.8 Arecibo","Arecibo","PR",612
"1872",17014598,"centro tec. esperanza-cienegueta","library","Calle 635, Parcelas Cienegueta,Arecibo - Calle 2 Parcelas 101 Km. 8.8 Arecibo","Arecibo","PR",612
"1873",17014599,"centro tec. abra san francisco","library","Calle Marte #11,  Arecibo - Al Lado De Escuela Y Cancha Bajo Techo De Com.","Arecibo","PR",612
"1874",17014600,"centro tec. yaurel","library","Carr. 753, Sector Santa Clara, Arroyo - Complejo Deportivo","Arroyo","PR",714
"1875",17014601,"centro tec. palenque","library","Carr. #2, Frente Al Outlet Calle 1","Barceloneta","PR",617
"1876",17014602,"centro tec. garrochales, sector cite","library","Carr. 682, Garrochales, Sector Cite,  Barceloneta - Frente Al Head Start","Barceloneta","PR",617
"1877",17014603,"centro tec. abra los caballos","library","Carr. 682, Garrochales, Sector Loarte, Barceloneta - Frente A Parque De Pelota","Barceloneta","PR",617
"1878",17014604,"centro tec. la vega","library","Carr. 156, Km. 14.6 Interior, Bo. Helechal, Barranquitas - Entrando Por Farmacia","Barranquitas","PR",794
"1879",17014605,"centro tec. la torre","library","Carr. 770, Km.2.9, Bo.Cañabon Sector La Torre, Barranquitas","Barranquitas","PR",794
"1880",17014606,"centro tec.cañabón","library","Carr. 772, Km.6.9, Bo. Cañbon, Barranquitas -  Al Lado Del Parque De Pelota","Barranquitas","PR",794
"1881",17014607,"centro tec. doña mayo","library","Carr. 749 Km. 4.4, Sector Los Febus, Bo. Quebrada Grande, Barranquitas","Barranquitas","PR",794
"1882",17014608,"centro tec. collores","library","Carr. #829, Km. 6.2, Bo. Santa Olaya, Bayamón","Bayamon","PR",920
"1883",17014609,"centro tec. bairoa la 25","library","Carr.796, Caguas -  Antiguo Poligono De Tiro","Caguas","PR",725
"1884",17014610,"centro tec. barriada morales","library","Carr. 156, Calle N,  Caguas  - Centro Laura Vicuña","Caguas","PR",725
"1885",17014611,"centro tec. rio cañas","library","Carr. 798, Sector La Liga, Caguas - En Las Facilidades Del Centro","Caguas","PR",725
"1886",17014614,"centro tec. las carolinas","library","Calle Hortencia, Int. Los Lirios, Caguas - Cuartel Municipal/Ccisac","Caguas","PR",725
"1887",17014616,"centro tec. los panes","library","Carr. 1, Sector Los Panes, Caguas - Cuartel Municipal","Caguas","PR",725
"1888",17014618,"centro tec. parcelas vieja boriquen","library","Carr. 765, Sector Parcelas Borinquen, Caguas - Cuartel Municipal","Caguas","PR",725
"1889",17014620,"centro tec. puertos","library","Carr. 119, Ramal 456, Km. 1.2, Sector Los Soneros, Bo.Puertos, Camuy","Camuy","PR",627
"1890",17014621,"centro tec. alturas de campo rico","library","Bo. Campo Rico, Carr. 185, Calle 23, Sector Alturas De Campo Rico, Canovanas","Canovanas","PR",729
"1891",17014622,"centro tec. jardines de palmarejo","library","Carr. 188, Calle 10, Esq. Calle 17, Urb. Jardines De Palmarejo Canovanas","Canovanas","PR",729
"1892",17014623,"centro tec. villa sin miedo","library","Carr. 186, Km. 7.5, Sector Los Marines, Com. Villa Sin Miedo, Canovanas","Canovanas","PR",729
"1893",17014624,"centro tec. villa borinquen","library","La Central Pc 7 Canovanas  - ( Nota: Informan Que Nunca Hubo Centro Tecnologico Jorge Rivera Presidente)","Canovanas","PR",729
"1894",17014625,"centro tec. cambalache","library","Bo. Cambalache Carr. 185, Km. 1.3 Canovanas","Canovanas","PR",729
"1895",17014626,"centro tec. san antón","library","Carr. 887, Km. 3.2, Bo. San Antón, Carolina","Carolina","PR",987
"1896",17014627,"centro tec. cucharillas 2","library","Calle Cucharillas # 194, Bo. Palmas, Cataño","Cataño","PR",962
"1897",17014628,"centro tec. juana matos","library","Calle Santa María 1233 Bo. Juana Matos, Cataño","Cataño","PR",962
"1898",17014629,"centro tec. cucharillas 1","library","Calle Cucharillas #257, Bo. Palmas, Cataño - Asociación Pro-Juventud","Cataño","PR",962
"1899",17014630,"centro tec. puntilla","library","Calle San Antonio #13, La Puntilla, Cataño","Cataño","PR",962
"1900",17014631,"centro tec. el cedro","library","Carr. 738, Km. 5.2, Bo. El Cedro, Cayey","Cayey","PR",736
"1901",17014632,"centro tec. jájome","library","Carr. 708 Interior, Jajome Bajo, Cayey -  Al Lado De La Esc.Manuel Corchado","Cayey","PR",736
"1902",17014633,"centro tec. san tomás","library","13 Calle Narciso Collazo","Cayey","PR",736
"1903",17014634,"centro tec. santa clara","library","Carr. 149, Km. 14.7, Juaguas Sector Santa Clara, Ciales","Ciales","PR",638
"1904",17014635,"centro tec. toro negro","library","Carr. 615, Km. 13.8 Interior Bo. Toro Negro Ciales","Ciales","PR",638
"1905",17014636,"centro tec. santa teresita","library"," 1100 Calle Santa Teresita","Cidra","PR",739
"1906",17014637,"centro tec. la milagrosa","library","Carretera 173 Parcelas La Milagrosa, Bo.Rabanal Cidra","Cidra","PR",739
"1907",17014638,"centro tec. río jueyes","library","Carr. 154, Km. 3.75 Bo. Rio Jueyes Coamo ( Centro Comunal)","Coamo","PR",769
"1908",17014639,"centro tec. sabana hoyos","library","Carr. 704, Int. 576, Km. 2.1 Bo. Sabana Hoyos, Coamo","Coamo","PR",769
"1909",17014640,"centro tec. cuyón","library","Carr. 704, Km. 0.3, Bo. Cuyón, Coamo - Al Lado Esc. Sup.Eugenio Nazario","Coamo","PR",769
"1910",17014641,"centro tec. rio hondo i","library","Bo. Rio Hondo I, Sector La Juncia, Carr. 156 Int. 776, Km. 0.5, Comerío","Comerío","PR",782
"1911",17014642,"centro tec. el higüero","library","Carr 156, Km 34.8 Bo. Paloma Sector Higüero, Comerio","Comerío","PR",782
"1912",17014643,"centro tec. la juncia","library","Bo. Rio Hondo Ii, Sector La Juncia, Carr.156, Int. 774, Km. 1.1, Comerío","Comerío","PR",782
"1913",17014644,"centro tec. el verde","library","Carr. 782, Km. 7.8 Interior,Bo. Naranjo Sector Verde, Comerío -  Cancha El Verde","Comerío","PR",782
"1914",17014646,"centro tec. la mina","library","Carr. 159 Km 12.1 Bo. Cibuco Ii Corozal","Corozal","PR",783
"1915",17014647,"centro tec. ensenada","library","Calle Segunda, Ensenada, Guanica -  (Detras De Grande, Frente Al Correo De Ensenada)","Guánica","PR",647
"1916",17014648,"centro tec. playa santa","library","Carr. 325 Sector Playa Santa, Guanica - En Las Facilidades Del Centro Comunal","Guánica","PR",653
"1917",17014649,"centro tec. caadec","library","Calle Calimano #14, Antiguo Edificio Fontanez","Guayama","PR",784
"1918",17014650,"centro tec. borinquen","library","Calle Grand Stand, Esq. Vicente Pales Sur Bo. Borinquen, Guayama","Guayama","PR",784
"1919",17014651,"centro tec. loma del viento","library","Calle Sol, Loma Del Viento, Guayama","Guayama","PR",784
"1920",17014652,"centro tec. puerto de jobos","library","Carr 707 Calle D Bo. Puerto Jobos Guayama","Guayama","PR",784
"1921",17014653,"centro tec. los filtros","library","Carr. 833, Km. 7.2, Los Filtros, Guaynabo","Guaynabo","PR",965
"1922",17014654,"centro tec. villa alegre","library","Calle 9 Final, Villa Alegre Gurabo","Gurabo","PR",778
"1923",17014655,"centro tec. clan","library","Calle Manuel Alcaide Eleuterio Rodriquez # 40, Barriada Clan, Hatillo","Hatillo","PR",659
"1924",17014656,"centro tec. barrio aibonito","library","Carr. 489, Ramal 129, Bo. Aibonito, Hatillo  - Complejo Deportivo Al Lado De Centro Com.","Hatillo","PR",659
"1925",17014657,"centro tec. san romualdo","library","Calle K #150, Hormigueros -  (Concecta Con Carr.309) En Las Facilidades Del Centro","Hormigueros","PR",660
"1926",17014658,"centro tec. lavadero","library","Calle Victoria, Int. Calle Pura Brisa, Hormigueros, - En Las Facilidades Del Centro","Hormigueros","PR",660
"1927",17014659,"centro tec. jaguitas","library","Carr. 338, Km. .05, Sector El Hoyo, Hormigueros - En Las Facilidades Del Centro","Hormigueros","PR",660
"1928",17014660,"centro tec. candelero bajo","library","Bo. Candelero Abajo, Parcelas Aniceto Cruz, Humacao - Localidad Rec. Hum.","Humacao","PR",791
"1929",17014661,"centro tec. parcelas coto","library","Carr. 113 Vista Alegre, Parcelas Coto,Isabela - Dentro De Escuela Epifanio Estrada","Isabela","PR",662
"1930",17014662,"centro tec. arenales alto, mantilla","library","Carr. 494, Km. 2.0, Arenales Alto, Isabela - Entrando A La Comunidad","Isabela","PR",662
"1931",17014663,"centro tec. poncito","library","Calle La Cabaya # 446 Interior, Bo. Poncitos, Isabela - Facilidades Del Centro","Isabela","PR",662
"1932",17014664,"centro tec. la marina","library","Calle  Domenech #161, La Marina, Isabela","Isabela","PR",662
"1933",17014665,"centro tec. arenales alto, capiro","library","Carr. 475, Calle Golondrina, Bo.Galateo Alto, Isabela","Isabela","PR",662
"1934",17014666,"centro tec. puerto plata","library","Carr. 144 Km. 8.4 Interior, Bo. Puerto Plata, Jayuya","Jayuya","PR",664
"1935",17014667,"centro tec. sector vista alegre","library","Carr. 141, Barrio Mameyes, Sector Casitas, Jayuya","Jayuya","PR",664
"1936",17014668,"centro tec. salientito","library","Carr. 144 Bo. Salientito, Jayuya","Jayuya","PR",664
"1937",17014669,"centro tec. saliente","library","Carr. 144, Ramal 539, Jayuya -  Complejo Anibal Oyola, Bo. Saliente","Jayuya","PR",664
"1938",17014670,"centro tec. arús","library","Calle 1, Int. 509, Bo. Arús, Sector Los Feos, Juana Díaz","Juana Diaz","PR",795
"1939",17014671,"centro tec. callejón de los buenos","library","Carr. 552, Km. 1.0, Bo. Guayabal, Sector Cerro- Villa Ursula Millan, Juana Díaz","Juana Diaz","PR",795
"1940",17014672,"centro tec. santana i","library","Carr. 935, Km. 1.9, Bo. Ceiba Norte, Sector Santana I, Juncos","Juncos","PR",777
"1941",17014673,"centro tec. la haya","library","Carr. 65th Infanteria Interior, Lajas -  (La Cuchilla)","Lajas","PR",667
"1942",17014674,"centro tec. maguayo","library","Calle Toro, Bo. Mayaguayo, Lajas - ( Al Lado De La Esc.Elemental)En Centro","Lajas","PR",667
"1943",17014675,"centro tec. el peligro(las terrazas)","library","Calle Pedro Albizu Campos # 35,  Lares","Lares","PR",669
"1944",17014676,"centro tec. pueblito del rio","library","Carr. 31, Km. 18  Bo. Río Las Piedras, Las Piedras - Area Recreativa Parcelas","Las Piedras","PR",771
"1945",17014677,"centro tec. villa cañona","library","Carr 187, Sector Villa Cañona 8948 Loíza","Loiza","PR",772
"1946",17014678,"centro tec. villa angelina","library","Carr 992 Bo. Mata De Platano, Calle 13, Sector Villa Angelina Luquillo","Luquillo","PR",773
"1947",17014679,"centro tec. rio chiquito","library","Calle 988, Ramal 9989 Rio Chiquito, Luquillo","Luquillo","PR",773
"1948",17014680,"centro tec. matuyas","library","Carr. 759, Km. 5 Hm 5 Maunabo / Bo Matuyas Carr #3 Ramal 759 Maunabo","Maunabo","PR",707
"1949",17014681,"centro tec. el quemado (marini)","library","Carr. 353, Km.1.0, Sector Marini, Mayagüez","Mayaguez","PR",680
"1950",17014682,"centro tec. buena vista","library","Calle Capistali #103 Buena Vista Mayagüez","Mayaguez","PR",680
"1951",17014683,"centro tec. felices dias","library","Calle Ramón Freire, Esq. Callejón Venus #60, Mayagüez","Mayaguez","PR",680
"1952",17014684,"centro tec. balboa","library","274 Calle Alfredo Quintana","Mayaguez","PR",680
"1953",17014685,"centro tec. rio hondo","library","Carr 380 Km 3.9 Interior Mayagüez ( Área Recreativa)","Mayaguez","PR",680
"1954",17014686,"centro tec. dulces labios","library","Calle Pachín Marín #200 Mayagüez","Mayaguez","PR",680
"1955",17014687,"centro tec. la quinta","library","Carr. 106, Km. 0.4, Local 215 Mayagüez","Mayaguez","PR",680
"1956",17014688,"centro tec. barrio salud","library","Calle San Rafael # 218 Mayagüez","Mayaguez","PR",680
"1957",17014689,"centro tec. trastalleres","library","Calle Llorens Torres #276, Esq. Calle Caracas Mayagüez","Mayaguez","PR",680
"1958",17014690,"centro tec. aceituna","library","Carr. 464 Km. 2.6 Interior Bo. Aceituna Moca","Moca","PR",676
"1959",17014691,"centro tec. parcelas torrecillas","library","135 Calle Saturno Febo","Morovis","PR",687
"1960",17014692,"centro tec. daguao","library","Carr. 3, Km. 60.3, Buzon 127, Bo. Daguao, Naguabo","Naguabo","PR",718
"1961",17014693,"centro tec. santiago lima","library","Carr. 3, Km. 64.5 Bo. Santiago Y Lima,Naguabo","Naguabo","PR",718
"1962",17014694,"centro tec. hucáres","library","Carr. 3, Bzn 174 Parcelas Hucáres, Naguabo - Antigua Escuela Al Lado Del Parque, Barrio Hucáres","Naguabo","PR",718
"1963",17014695,"centro tec. las barriadas","library","Centro Comunal, Casco Urbano, Barriada San Miguel","Naranjito","PR",719
"1964",17014696,"centro tec. cayito ríos el palmar","library","Bo. Anones, Carr.815, Km. 3.9- Sector Cayito Ríos/El Palmar, Naranjito","Naranjito","PR",719
"1965",17014697,"centro tec. mulitas","library","Carr. 815, Km. 4.4, Barrio Nuevo Naranjito - La Escuelita","Naranjito","PR",719
"1966",17014698,"centro tec. la sabana","library","Carr. 811, Km. 1 Hm 5 Interior, Bo. Cedro Abajo, Sector La Sabana, Naranjito","Naranjito","PR",719
"1967",17014699,"centro tec. lomas jaguas","library","Carr. 164, Km. 8.4 Naranjito - Centro Comunal Antonia Román","Naranjito","PR",719
"1968",17014700,"centro tec. botijas i","library","Bo. Bojitas I, Sector Parcela, Carr. 156, Km. 0.6 Interior Orocovis","Orocovis","PR",720
"1969",17014701,"centro tec. botijas ii","library","Bo. Bojitas Ii, Sector Parcela, Carr. 155, Int. 569 Orocovis","Orocovis","PR",720
"1970",17014702,"centro tec. alturas de orocovis","library","Carr. 155, Int. 569 Orocovis","Orocovis","PR",720
"1971",17014703,"centro tec. cacao","library","Bo. Cacao, Sector Hacienda, Carr. 157 Orocovis","Orocovis","PR",720
"1972",17014704,"centro tec. bo. blanco","library","Bo. Bajos Sector Barrio Blanco, Patillas Pr 00723","Patillas","PR",723
"1973",17014705,"centro tec. caracoles","library","623 Calle #19, Caracoles Ii, Peñuelas","Peñuelas","PR",624
"1974",17014707,"centro tec. baldorioty","library","Ave.Roosevelt 3238, Urb.Baldorioty, Ponce - (Frente A Escuela Jose L. Drow)","Ponce","PR",716
