"","FSCSKEY","FSCS_SEQ","LIBNAME","STABR","ADDRESS","POPU_LSA","POP_CATEGORY","ros_entity_number","ros_entity_name"
"4903","IL0349",2,"MORRIS AREA PUBLIC LIBRARY DISTRICT","IL","604 LIBERTY STREET",18501,"5to25K",NA,NA
"4904","IL0350",2,"ODELL PUBLIC LIBRARY","IL","307 SOUTH MADISON STREET",4188,"Under5k",NA,NA
"4905","IL0351",2,"KITCHELL MEMORIAL LIBRARY","IL","300 SE 5TH STREET",1223,"Under5k",NA,NA
"4906","IL0352",2,"MORTON PUBLIC LIBRARY DISTRICT","IL","315 WEST PERSHING STREET",16267,"5to25K",NA,NA
"4907","IL0353",2,"MORTON GROVE PUBLIC LIBRARY","IL","6140 LINCOLN AVENUE",23270,"5to25K",NA,NA
"4908","IL0355",2,"MOUNDS PUBLIC LIBRARY","IL","418 FIRST STREET",810,"Under5k",NA,NA
"4909","IL0356",2,"MOUNT CARMEL PUBLIC LIBRARY","IL","727 NORTH MULBERRY STREET",7284,"5to25K",136758,"Mount Carmel Public Library"
"4910","IL0357",2,"MOUNT CARROLL DISTRICT LIBRARY","IL","208 NORTH MAIN STREET",2279,"Under5k",NA,NA
"4911","IL0358",2,"MOUNT MORRIS PUBLIC LIBRARY","IL","105 SOUTH MCKENDRIE AVENUE",2998,"Under5k",NA,NA
"4912","IL0359",2,"MOUNT OLIVE PUBLIC LIBRARY","IL","100 NORTH PLUM STREET",2099,"Under5k",136391,"Mount Olive Public Library"
"4913","IL0360",2,"MOUNT PROSPECT PUBLIC LIBRARY","IL","10 SOUTH EMERSON STREET",54167,"50to100K",NA,NA
"4914","IL0360",3,"SOUTH BRANCH","IL","1711 WEST ALGONQUIN ROAD",54167,"50to100K",NA,NA
"4915","IL0361",2,"MOUNT PULASKI PUBLIC LIBRARY DISTRICT","IL","320 NORTH WASHINGTON STREET",2860,"Under5k",NA,NA
"4916","IL0362",2,"BROWN COUNTY PUBLIC LIBRARY DISTRICT","IL","143 WEST MAIN STREET",6926,"5to25K",208206,"Brown County Public Library District"
"4917","IL0363",2,"C.E. BREHM MEMORIAL PUBLIC LIBRARY DISTRICT","IL","101 SOUTH SEVENTH STREET",37918,"25to50K",136762,"C E Brehm Memorial Library"
"4918","IL0364",2,"MOUNT ZION PUBLIC LIBRARY DISTRICT","IL","115 WEST MAIN STREET",12682,"5to25K",NA,NA
"4919","IL0365",2,"MOWEAQUA PUBLIC LIBRARY DISTRICT","IL","600 NORTH PUTNAM STREET",2819,"Under5k",NA,NA
"4920","IL0366",2,"SALLIE LOGAN PUBLIC LIBRARY","IL","1808 WALNUT STREET",7970,"5to25K",NA,NA
"4921","IL0367",2,"NANCY L. MCCONATHY PUBLIC LIBRARY DISTRICT","IL","21737 JEFFREY AVENUE",10497,"5to25K",135511,"Nancy L Mcconathy Pub Lib Dist"
"4922","IL0368",3,"NAPER BOULEVARD BRANCH LIBRARY","IL","2035 SOUTH NAPER BOULEVARD",147449,"100Kover",16059113,"Naper Boulevard Library"
"4923","IL0368",4,"NAPERVILLE PUBLIC LIBRARY","IL","200 WEST JEFFERSON AVENUE",147449,"100Kover",17006718,"Naperville Public Library"
"4924","IL0368",6,"95TH STREET BRANCH LIBRARY","IL","3015 CEDAR GLADE DRIVE",147449,"100Kover",16059110,"95th Street Library"
"4925","IL0369",2,"NASHVILLE PUBLIC LIBRARY","IL","219 EAST ELM STREET",3258,"Under5k",136472,"Nashville Public Library"
"4926","IL0370",2,"NAUVOO PUBLIC LIBRARY","IL","1270 MULHOLLAND STREET",1149,"Under5k",NA,NA
"4927","IL0371",2,"NEOGA PUBLIC LIBRARY DISTRICT","IL","551 CHESTNUT AVENUE",3210,"Under5k",NA,NA
"4928","IL0372",2,"NEPONSET PUBLIC LIBRARY","IL","201 WEST COMMERICAL STREET",742,"Under5k",NA,NA
"4929","IL0373",2,"NEW ATHENS DISTRICT LIBRARY","IL","201 NORTH VAN BUREN STREET",3983,"Under5k",17021252,"New Athens District Library"
"4930","IL0374",2,"NEW BADEN PUBLIC LIBRARY","IL","210 NORTH FIRST STREET",3349,"Under5k",NA,NA
"4931","IL0375",2,"NEW LENOX PUBLIC LIBRARY DISTRICT","IL","120 VETERANS PARKWAY",40733,"25to50K",NA,NA
"4932","IL0376",2,"NEW WINDSOR PUBLIC LIBRARY DISTRICT","IL","412 MAIN STREET",1219,"Under5k",NA,NA
"4933","IL0378",2,"NEWTON PUBLIC LIBRARY DISTRICT","IL","100 SOUTH VAN BUREN STREET",5170,"5to25K",136565,"Newton Public Library & Museum"
"4934","IL0379",2,"NILES-MAINE DISTRICT LIBRARY","IL","6960 OAKTON STREET",57284,"50to100K",135769,"Niles Public Library District"
"4935","IL0380",2,"NIPPERSINK PUBLIC LIBRARY DISTRICT","IL","5418 HILL ROAD",11188,"5to25K",NA,NA
"4936","IL0381",2,"NOKOMIS PUBLIC LIBRARY","IL","22 SOUTH CEDAR STREET",2939,"Under5k",136393,"Nokomis Public Library"
"4937","IL0382",2,"NORMAL PUBLIC LIBRARY","IL","206 WEST COLLEGE AVENUE",52497,"50to100K",NA,NA
"4938","IL0383",2,"NORRIS CITY MEMORIAL PUBLIC LIBRARY DISTRICT","IL","603 SOUTH DIVISION STREET",4472,"Under5k",136769,"Norris City Mem Pub Lib Dist"
"4939","IL0383",3,"ENFIELD READING CENTER","IL","105 EAST MAIN STREET",4472,"Under5k",NA,NA
"4940","IL0384",2,"MESSENGER PUBLIC LIBRARY OF NORTH AURORA","IL","113 OAK STREET",17441,"5to25K",NA,NA
"4941","IL0385",2,"NORTH CHICAGO PUBLIC LIBRARY","IL","2100 ARGONNE DRIVE",32574,"25to50K",135303,"North Chicago Public Library"
"4942","IL0385",3,"NORTH CHICAGO PUBLIC LIBRARY BOOKMOBILE","IL","2100 ARGONNE DRIVE",32574,"25to50K",NA,NA
"4943","IL0386",2,"NORTH RIVERSIDE PUBLIC LIBRARY DISTRICT","IL","2400 SOUTH DES PLAINES AVENUE",6672,"5to25K",156907,"North Riverside Public Library District"
"4944","IL0387",2,"NORTH SUBURBAN PUBLIC LIBRARY DISTRICT","IL","6340 NORTH SECOND STREET",70389,"50to100K",135926,"North Suburban Public Library District Loves Park Library"
"4945","IL0387",3,"ROSCOE BRANCH LIBRARY","IL","5562 CLAYTON CIRCLE",70389,"50to100K",71374,"North Suburban Public Library District Roscoe"
"4946","IL0388",2,"NORTHBROOK PUBLIC LIBRARY","IL","1201 CEDAR LANE",33170,"25to50K",NA,NA
"4947","IL0389",2,"NORTHLAKE PUBLIC LIBRARY DISTRICT","IL","231 NORTH WOLF ROAD",26658,"25to50K",17021859,"Northlake Public Library"
"4948","IL0390",2,"OAK BROOK PUBLIC LIBRARY","IL","600 OAK BROOK ROAD",7883,"5to25K",NA,NA
"4949","IL0391",2,"OAK LAWN PUBLIC LIBRARY","IL","9427 SOUTH RAYMOND AVENUE",56690,"50to100K",135610,"Oak Lawn Public Library"
"4950","IL0392",2,"OAK PARK PUBLIC LIBRARY","IL","834 LAKE STREET",51878,"50to100K",NA,NA
"4951","IL0392",3,"MAZE BRANCH LIBRARY","IL","845 SOUTH GUNDERSON AVENUE",51878,"50to100K",NA,NA
"4952","IL0392",4,"DOLE BRANCH LIBRARY","IL","255 AUGUSTA STREET",51878,"50to100K",NA,NA
"4953","IL0393",3,"OAKWOOD PUBLIC LIBRARY DISTRICT","IL","110 EAST FINLEY STREET",6147,"5to25K",136292,"Oakwood Public Library Dist."
"4954","IL0394",2,"ODELL PUBLIC LIBRARY DISTRICT","IL","301 EAST RICHARD STREET",2341,"Under5k",NA,NA
"4955","IL0395",2,"O'FALLON PUBLIC LIBRARY","IL","120 CIVIC PLAZA",30440,"25to50K",136478,"O'Fallon Public Library"
"4956","IL0396",2,"OGDEN ROSE PUBLIC LIBRARY","IL","103 WEST MAIN STREET",810,"Under5k",NA,NA
"4957","IL0397",2,"OGLESBY PUBLIC LIBRARY DISTRICT","IL","111 SOUTH WOODLAND AVENUE",4091,"Under5k",NA,NA
"4958","IL0398",2,"OHIO PUBLIC LIBRARY DISTRICT","IL","112 NORTH MAIN STREET",945,"Under5k",NA,NA
"4959","IL0400",2,"OLNEY PUBLIC LIBRARY","IL","400 WEST MAIN STREET",9115,"5to25K",232747,"Olney Public Library"
"4960","IL0401",2,"ONARGA COMMUNITY PUBLIC LIBRARY DISTRICT","IL","209 WEST SEMINARY AVENUE",2052,"Under5k",NA,NA
"4961","IL0402",2,"GREIG MEMORIAL LIBRARY","IL","110 SOUTH JOY STREET",700,"Under5k",NA,NA
"4962","IL0404",2,"OREGON PUBLIC LIBRARY DISTRICT","IL","300 JEFFERSON STREET",6173,"5to25K",NA,NA
"4963","IL0405",2,"ORLAND PARK PUBLIC LIBRARY","IL","14921 SOUTH RAVINIA AVENUE",56767,"50to100K",17021438,"Orland Park Public Library"
"4964","IL0406",2,"OSWEGO PUBLIC LIBRARY DISTRICT","IL","32 WEST JEFFERSON STREET",61594,"50to100K",17005462,"Oswego Public Library Oswego Campus"
"4965","IL0406",4,"MONTGOMERY CAMPUS","IL","1111 READING DRIVE",61594,"50to100K",16053667,"Oswego Public Library Montgomery Campus"
"4966","IL0407",2,"REDDICK PUBLIC LIBRARY DISTRICT","IL","1010 CANAL STREET",24302,"5to25K",NA,NA
"4967","IL0408",2,"PALATINE PUBLIC LIBRARY DISTRICT","IL","700 NORTH NORTH COURT",88983,"50to100K",NA,NA
"4968","IL0408",3,"NORTH HOFFMAN BRANCH","IL","3600 LEXINGTON DRIVE",88983,"50to100K",NA,NA
"4969","IL0408",5,"RAND ROAD BRANCH","IL","1585 RAND ROAD",88983,"50to100K",NA,NA
"4970","IL0409",2,"PALESTINE PUBLIC LIBRARY DISTRICT","IL","201 SOUTH WASHINGTON STREET",2370,"Under5k",136572,"Palestine Public Library Dist"
"4971","IL0410",2,"PALOS HEIGHTS PUBLIC LIBRARY","IL","12501 SOUTH 71ST AVENUE",12515,"5to25K",135627,"Palos Heights Public Library"
"4972","IL0411",2,"PALOS PARK PUBLIC LIBRARY","IL","12330 SOUTH FOREST GLEN BOULEVARD",4847,"Under5k",NA,NA
"4973","IL0412",2,"CARNEGIE-SCHUYLER LIBRARY","IL","303 EAST SECOND STREET",5847,"5to25K",NA,NA
"4974","IL0413",2,"PARIS CARNEGIE PUBLIC LIBRARY","IL","207 SOUTH MAIN STREET",8837,"5to25K",NA,NA
"4975","IL0414",2,"PARK FOREST PUBLIC LIBRARY","IL","400 LAKEWOOD BOULEVARD",21975,"5to25K",NA,NA
"4976","IL0415",2,"PARK RIDGE PUBLIC LIBRARY","IL","20 SOUTH PROSPECT AVENUE",37480,"25to50K",135309,"Park Ridge Public Library"
"4977","IL0416",2,"PATOKA PUBLIC LIBRARY","IL","210 WEST BOND STREET",584,"Under5k",NA,NA
"4978","IL0417",2,"PAW PAW PUBLIC LIBRARY DISTRICT","IL","362 CHICAGO ROAD",870,"Under5k",NA,NA
"4979","IL0418",2,"PAWNEE PUBLIC LIBRARY","IL","613 DOUGLAS STREET",2739,"Under5k",NA,NA
"4980","IL0419",2,"PAXTON CARNEGIE LIBRARY","IL","254 SOUTH MARKET STREET",4473,"Under5k",NA,NA
"4981","IL0420",2,"PEARL CITY PUBLIC LIBRARY DISTRICT","IL","221 SOUTH MAIN STREET",2690,"Under5k",NA,NA
"4982","IL0421",2,"PECATONICA PUBLIC LIBRARY DISTRICT","IL","400 WEST ELEVENTH STREET",5261,"5to25K",NA,NA
"4983","IL0422",2,"PEKIN PUBLIC LIBRARY","IL","301 SOUTH FOURTH STREET",34094,"25to50K",NA,NA
"4984","IL0423",4,"LINCOLN BRANCH LIBRARY","IL","1312 WEST LINCOLN AVENUE",115007,"100Kover",72012,"Lincoln Branch Library"
"4985","IL0423",5,"MCCLURE BRANCH LIBRARY","IL","315 WEST MCCLURE AVENUE",115007,"100Kover",71999,"Mcclure Branch Library"
"4986","IL0423",10,"LAKEVIEW BRANCH LIBRARY","IL","1137 WEST LAKE AVENUE",115007,"100Kover",72059,"Lakeview Branch Library"
"4987","IL0423",16,"PEORIA PUBLIC LIBRARY BOOKMOBILE","IL","107 NORTHEAST MONROE STREET",115007,"100Kover",NA,NA
"4988","IL0423",17,"PEORIA PUBLIC LIBRARY","IL","107 NORTHEAST MONROE STREET",115007,"100Kover",17008688,"Peoria Public Library Main Library"
"4989","IL0423",18,"NORTH BRANCH LIBRARY","IL","3001 WEST GRAND PARKWAY",115007,"100Kover",17008684,"North Branch Peoria Public Library"
"4990","IL0424",2,"PEORIA HEIGHTS PUBLIC LIBRARY","IL","816 EAST GLEN AVENUE",6156,"5to25K",NA,NA
"4991","IL0425",2,"PEOTONE PUBLIC LIBRARY DISTRICT","IL","515 NORTH FIRST STREET",16006,"5to25K",NA,NA
"4992","IL0426",2,"PERU PUBLIC LIBRARY","IL","1409 ELEVENTH STREET",10295,"5to25K",NA,NA
"4993","IL0427",2,"PETERSBURG PUBLIC LIBRARY","IL","220 SOUTH SIXTH STREET",2260,"Under5k",NA,NA
"4994","IL0428",2,"PHILO PUBLIC LIBRARY DISTRICT","IL","115 EAST WASHINGTON STREET",1954,"Under5k",NA,NA
"4995","IL0429",2,"PINCKNEYVILLE PUBLIC LIBRARY","IL","312 SOUTH WALNUT STREET",5648,"5to25K",136484,"Pinckneyville Public Library"
"4996","IL0430",2,"PIPER CITY PUBLIC LIBRARY DISTRICT","IL","39 WEST MAIN STREET",1149,"Under5k",NA,NA
"4997","IL0431",2,"PITTSFIELD PUBLIC LIBRARY","IL","205 NORTH MEMORIAL STREET",4576,"Under5k",NA,NA
"4998","IL0432",2,"PLAINFIELD PUBLIC LIBRARY DISTRICT","IL","15025 SOUTH ILLINOIS STREET",75337,"50to100K",NA,NA
"4999","IL0434",4,"PLANO COMMUNITY LIBRARY DISTRICT","IL","15 WEST NORTH STREET",13107,"5to25K",NA,NA
"5000","IL0435",2,"POLO PUBLIC LIBRARY DISTRICT","IL","302 WEST MASON STREET",2813,"Under5k",NA,NA
"5001","IL0436",2,"PONTIAC PUBLIC LIBRARY","IL","211 EAST MADISON STREET",11931,"5to25K",NA,NA
"5002","IL0437",2,"POPLAR CREEK PUBLIC LIBRARY DISTRICT","IL","1405 SOUTH PARK AVENUE",66306,"50to100K",17006516,"Main Library"
"5003","IL0437",3,"SONYA CRAWSHAW BRANCH LIBRARY","IL","4300 AUDREY LANE",66306,"50to100K",17006518,"Sonya Crawshaw Branch Library"
"5004","IL0438",2,"POTOMAC PUBLIC LIBRARY DISTRICT","IL","110 EAST STATE STREET",1391,"Under5k",NA,NA
"5005","IL0439",2,"PRAIRIE TRAILS PUBLIC LIBRARY DISTRICT","IL","8449 SOUTH MOODY AVENUE",30031,"25to50K",NA,NA
"5006","IL0440",2,"PRINCETON PUBLIC LIBRARY","IL","698 EAST PERU STREET",7660,"5to25K",NA,NA
"5007","IL0441",2,"LILLIE M. EVANS LIBRARY DISTRICT","IL","207 NORTH WALNUT AVENUE",4007,"Under5k",NA,NA
"5008","IL0442",2,"HENRY C. ADAMS MEMORIAL LIBRARY","IL","209 WEST THIRD STREET",2080,"Under5k",NA,NA
"5009","IL0443",2,"PROSPECT HEIGHTS PUBLIC LIBRARY DISTRICT","IL","12 NORTH ELM STREET",14073,"5to25K",135315,"Prospect Heights Public Library District"
"5010","IL0444",2,"PUTNAM COUNTY PUBLIC LIBRARY DISTRICT","IL","214 NORTH FOURTH STREET",6006,"5to25K",17008187,"Putnam County Public Library District- Hennepin Headquarters"
"5011","IL0444",3,"PUTNAM (CONDIT) BRANCH LIBRARY","IL","105 NORTH CENTER STREET",6006,"5to25K",NA,NA
"5012","IL0444",4,"GRANVILLE BRANCH LIBRARY","IL","214 SOUTH MCCOY STREET",6006,"5to25K",71652,"Granville Branch Library"
"5013","IL0444",5,"MAGNOLIA BRANCH LIBRARY","IL","114 NORTH CHICAGO STREET",6006,"5to25K",71660,"Magnolia Branch Library"
"5014","IL0444",6,"MCNABB BRANCH LIBRARY","IL","322 WEST MAIN STREET",6006,"5to25K",71658,"Putnam County Public Library District- Mcnabb Branch"
"5015","IL0444",7,"STANDARD BRANCH LIBRARY","IL","128 1ST STREET",6006,"5to25K",71716,"Standard Branch Library"
"5016","IL0445",6,"QUINCY PUBLIC LIBRARY","IL","526 JERSEY STREET",40633,"25to50K",136507,"Quincy Public Library"
"5017","IL0446",2,"RANTOUL PUBLIC LIBRARY","IL","106 WEST FLESSNER AVENUE",12941,"5to25K",NA,NA
"5018","IL0447",2,"RED BUD PUBLIC LIBRARY","IL","925 SOUTH MAIN STREET",3698,"Under5k",136491,"Red Bud Public Library"
"5019","IL0448",2,"RICHTON PARK PUBLIC LIBRARY DISTRICT","IL","22310 LATONIA LANE",13646,"5to25K",NA,NA
"5020","IL0450",2,"ELWOOD LIBRARY DISTRICT","IL","104 NORTH STATE STREET",1647,"Under5k",NA,NA
"5021","IL0451",2,"RIVER FOREST PUBLIC LIBRARY","IL","735 LATHROP AVENUE",11172,"5to25K",NA,NA
"5022","IL0452",2,"RIVER GROVE PUBLIC LIBRARY DISTRICT","IL","8638 WEST GRAND AVENUE",10227,"5to25K",NA,NA
"5023","IL0453",2,"RIVER VALLEY DISTRICT LIBRARY","IL","214 SOUTH MAIN STREET",5173,"5to25K",NA,NA
"5024","IL0454",2,"RIVERDALE PUBLIC LIBRARY DISTRICT","IL","208 WEST 144TH STREET",13549,"5to25K",NA,NA
"5025","IL0456",2,"ROBERT R. JONES PUBLIC LIBRARY DISTRICT","IL","900 FIRST STREET",4901,"Under5k",NA,NA
"5026","IL0457",2,"ROBINSON PUBLIC LIBRARY DISTRICT","IL","606 NORTH JEFFERSON STREET",15437,"5to25K",NA,NA
"5027","IL0457",3,"SUSIE WESLEY MEMORIAL BRANCH LIBRARY","IL","104 SOUTH CENTRAL AVE",15437,"5to25K",NA,NA
"5028","IL0457",4,"OBLONG PUBLIC BRANCH LIBRARY","IL","110 EAST MAIN STREET",15437,"5to25K",NA,NA
"5029","IL0457",5,"HUTSONVILLE PUBLIC BRANCH LIBRARY","IL","101 SOUTH MAIN STREET",15437,"5to25K",NA,NA
"5030","IL0458",2,"FLAGG-ROCHELLE PUBLIC LIBRARY DISTRICT","IL","619 FOURTH AVENUE",13757,"5to25K",135888,"Flagg Rochelle Public Lib Dist"
"5031","IL0459",2,"ROCHESTER PUBLIC LIBRARY DISTRICT","IL","1 COMMUNITY DRIVE",7993,"5to25K",NA,NA
"5032","IL0460",2,"ROCK FALLS PUBLIC LIBRARY DISTRICT","IL","1007 SEVENTH AVENUE",11371,"5to25K",NA,NA
"5033","IL0461",2,"ROCK ISLAND PUBLIC LIBRARY","IL","401 NINETEENTH STREET",39018,"25to50K",NA,NA
"5034","IL0461",3,"SOUTHWEST BRANCH LIBRARY","IL","9010 RIDGEWOOD ROAD",39018,"25to50K",NA,NA
"5035","IL0461",4,"30/31 BRANCH LIBRARY","IL","3059 30TH STREET",39018,"25to50K",NA,NA
"5036","IL0462",2,"ROCKFORD PUBLIC LIBRARY","IL","214 NORTH CHURCH STREET",152871,"100Kover",17006548,"Main Library Branch"
"5037","IL0462",3,"MONTAGUE BRANCH LIBRARY","IL","1238 SOUTH WINNEBAGO STREET",152871,"100Kover",71432,"Montague Branch Library"
"5038","IL0462",5,"ROCK RIVER BRANCH LIBRARY","IL","3128 11TH STREET",152871,"100Kover",NA,NA
"5039","IL0462",6,"ROCKTON CENTRE BRANCH LIBRARY","IL","3112 NORTH ROCKTON AVENUE",152871,"100Kover",NA,NA
"5040","IL0462",8,"EAST BRANCH LIBRARY","IL","6685 EAST STATE STREET",152871,"100Kover",17006550,"East Branch"
"5041","IL0462",9,"NORDLOF CENTER","IL","118 NORTH MAIN STREET",152871,"100Kover",17006551,"Nordlof Center Branch"
"5042","IL0463",4,"ROLLING MEADOWS LIBRARY","IL","3110 MARTIN LANE",24099,"5to25K",NA,NA
"5043","IL0464",2,"ROODHOUSE PUBLIC LIBRARY","IL","220 WEST FRANKLIN STREET",1772,"Under5k",NA,NA
"5044","IL0465",2,"ROSELLE PUBLIC LIBRARY DISTRICT","IL","40 SOUTH PARK STREET",22791,"5to25K",135446,"Roselle Public Library Dist"
"5045","IL0466",2,"ROSICLARE MEMORIAL PUBLIC LIBRARY","IL","308 MAIN STREET",1160,"Under5k",136853,"Rosiclare Memorial Pub Library"
"5046","IL0467",2,"ROUND LAKE AREA PUBLIC LIBRARY DISTRICT","IL","906 HART ROAD",40400,"25to50K",NA,NA
"5047","IL0468",2,"ROXANA PUBLIC LIBRARY DISTRICT","IL","200 NORTH CENTRAL AVENUE",1542,"Under5k",136397,"Roxana Public Library"
"5048","IL0469",2,"ROYALTON PUBLIC LIBRARY DISTRICT","IL","305 SOUTH DEAN STREET",1151,"Under5k",136854,"Royalton Public Library Dist"
"5049","IL0470",2,"RUSHVILLE PUBLIC LIBRARY","IL","514 MAPLE AVENUE",3192,"Under5k",NA,NA
"5050","IL0471",2,"SAINT CHARLES PUBLIC LIBRARY DISTRICT","IL","305 SOUTH NINTH STREET",55092,"50to100K",NA,NA
"5051","IL0472",3,"BEECHER CITY BRANCH LIBRARY","IL","1358 EAST STATE HWY 33",6139,"5to25K",16059035,"Beecher City Branch Library"
"5052","IL0472",4,"SAINT ELMO PUBLIC LIBRARY DISTRICT","IL","311 WEST CUMBERLAND ROAD",6139,"5to25K",NA,NA
"5053","IL0472",5,"BROWNSTOWN BRANCH LIBRARY","IL","120 EAST MAIN STREET",6139,"5to25K",16059037,"Brownstown Branch Library"
"5054","IL0473",2,"SAINT JOSEPH TOWNSHIP-SWEARINGEN MEMORIAL LIBRARY","IL","201 NORTH THIRD STREET",5876,"5to25K",NA,NA
"5055","IL0474",2,"BRYAN-BENNETT LIBRARY","IL","315 SOUTH MAPLE STREET",7485,"5to25K",136778,"Bryan-Bennett Library"
"5056","IL0475",2,"SALEM TOWNSHIP PUBLIC LIBRARY DISTRICT","IL","102 N. BURSON STREET",1180,"Under5k",136174,"Salem Township Public Library"
"5057","IL0476",2,"SANDWICH PUBLIC LIBRARY DISTRICT","IL","925 SOUTH MAIN STREET",8160,"5to25K",NA,NA
"5058","IL0477",2,"SAVANNA PUBLIC LIBRARY DISTRICT","IL","326 THIRD STREET",4124,"Under5k",NA,NA
"5059","IL0479",2,"SCHAUMBURG TOWNSHIP DISTRICT LIBRARY","IL","130 SOUTH ROSELLE ROAD",126849,"100Kover",17011338,"Schaumburg Township District Library"
"5060","IL0479",3,"HOFFMAN ESTATES BRANCH LIBRARY","IL","1550 HASSELL ROAD",126849,"100Kover",69112,"Hoffman Estates Branch Library"
"5061","IL0479",4,"HANOVER PARK BRANCH LIBRARY","IL","1266 IRVING PARK ROAD",126849,"100Kover",68685,"Hanover Park Branch Library"
"5062","IL0480",2,"SCHILLER PARK PUBLIC LIBRARY","IL","4200 OLD RIVER ROAD",11793,"5to25K",135451,"Schiller Park Public Library"
"5063","IL0481",2,"SCHMALING MEMORIAL PUBLIC LIBRARY DISTRICT","IL","501 TENTH AVENUE",3481,"Under5k",NA,NA
"5064","IL0482",2,"SELBY TOWNSHIP LIBRARY DISTRICT","IL","101 DEPOT STREET",2536,"Under5k",135991,"Selby Township Library Dist"
"5065","IL0483",2,"SENECA PUBLIC LIBRARY DISTRICT","IL","210 NORTH MAIN STREET",4548,"Under5k",17029984,"Seneca Public Library District"
"5066","IL0484",2,"SESSER PUBLIC LIBRARY","IL","303 WEST FRANKLIN STREET",1931,"Under5k",17017604,"Sesser Public Library"
"5067","IL0485",2,"FLEWELLIN MEMORIAL LIBRARY","IL","108 WEST COMANCHE",918,"Under5k",NA,NA
"5068","IL0486",2,"SHAWNEETOWN PUBLIC LIBRARY","IL","320 NORTH LINCOLN BOULEVARD",1239,"Under5k",NA,NA
"5069","IL0487",2,"SHEFFIELD PUBLIC LIBRARY","IL","136 EAST COOK STREET",926,"Under5k",NA,NA
"5070","IL0488",2,"SHELBYVILLE PUBLIC LIBRARY","IL","154 NORTH BROADWAY STREET",4700,"Under5k",NA,NA
"5071","IL0489",2,"SHELDON PUBLIC LIBRARY DISTRICT","IL","125 NORTH FIFTH STREET",1840,"Under5k",NA,NA
"5072","IL0490",4,"SHERRARD PUBLIC LIBRARY DISTRICT","IL","207 FIFTH AVENUE",6378,"5to25K",NA,NA
"5073","IL0491",3,"SHOREWOOD-TROY PUBLIC LIBRARY DISTRICT","IL","650 DEERWOOD DRIVE",19235,"5to25K",NA,NA
"5074","IL0492",2,"SIDELL DISTRICT LIBRARY","IL","101 EAST MARKET STREET",1924,"Under5k",NA,NA
"5075","IL0493",2,"SIDNEY COMMUNITY LIBRARY","IL","217 SOUTH DAVID STREET",1233,"Under5k",NA,NA
"5076","IL0494",2,"SILVIS PUBLIC LIBRARY","IL","806 1ST AVENUE",7479,"5to25K",NA,NA
"5077","IL0495",2,"SKOKIE PUBLIC LIBRARY","IL","5215 OAKTON STREET",64784,"50to100K",NA,NA
"5078","IL0495",3,"SKOKIE PUBLIC LIBRARY BOOKMOBILE","IL","5215 OAKTON STREET",64784,"50to100K",NA,NA
"5079","IL0496",2,"SOMONAUK PUBLIC LIBRARY DISTRICT","IL","700 EAST LASALLE STREET",9387,"5to25K",NA,NA
"5080","IL0497",2,"SOUTH BELOIT PUBLIC LIBRARY","IL","630 BLACKHAWK BOULEVARD",7892,"5to25K",NA,NA
"5081","IL0498",2,"SOUTH COUNTY PUBLIC LIBRARY DISTRICT","IL","106 WEST MAIN STREET",1337,"Under5k",NA,NA
"5082","IL0499",2,"SOUTH HOLLAND PUBLIC LIBRARY","IL","16250 WAUSAU AVENUE",22030,"5to25K",135644,"South Holland Public Library"
"5083","IL0501",2,"SPARTA PUBLIC LIBRARY","IL","211 WEST BROADWAY STREET",4302,"Under5k",136495,"Sparta Public Library"
"5084","IL0502",2,"SPOON RIVER LIBRARY DISTRICT","IL","201 SOUTH THIRD STREET",3447,"Under5k",NA,NA
"5085","IL0503",2,"RICHARD A. MAUTINO MEMORIAL LIBRARY","IL","215 EAST CLEVELAND STREET",5558,"5to25K",NA,NA
"5086","IL0504",2,"LINCOLN LIBRARY","IL","326 SOUTH SEVENTH STREET",116250,"100Kover",NA,NA
"5087","IL0506",2,"ALLIN TOWNSHIP LIBRARY","IL","116 WEST MAIN STREET",919,"Under5k",NA,NA
"5088","IL0507",2,"STAUNTON PUBLIC LIBRARY","IL","306 WEST MAIN STREET",5139,"5to25K",136401,"Staunton Public Library"
"5089","IL0508",2,"STEELEVILLE AREA PUBLIC LIBRARY DISTRICT","IL","625 SOUTH SPARTA STREET",4698,"Under5k",157128,"Steeleville Area Public Library District"
"5090","IL0509",2,"STEGER-SOUTH CHICAGO HEIGHTS PUBLIC LIBRARY DISTRICT","IL","54 EAST 31ST STREET",13709,"5to25K",NA,NA
"5091","IL0510",2,"STERLING PUBLIC LIBRARY","IL","102 WEST THIRD STREET",15370,"5to25K",NA,NA
"5092","IL0511",2,"STICKNEY-FOREST VIEW PUBLIC LIBRARY DISTRICT","IL","6800 WEST 43RD STREET",10412,"5to25K",135490,"Stickney-Forest View Lib Dist"
"5093","IL0512",2,"JULIA HULL DISTRICT LIBRARY","IL","100 LIBRARY LANE",8277,"5to25K",135914,"Julia Hull District Library"
"5094","IL0513",2,"STOCKTON TOWNSHIP PUBLIC LIBRARY","IL","140 WEST BENTON AVENUE",2453,"Under5k",NA,NA
"5095","IL0514",2,"STONINGTON TOWNSHIP PUBLIC LIBRARY","IL","500 EAST NORTH STREET",1131,"Under5k",NA,NA
"5096","IL0515",2,"STREATOR PUBLIC LIBRARY","IL","130 SOUTH PARK STREET",13710,"5to25K",NA,NA
